segment_id,task_id,start,goal,release_epoch
2796:storage_out,2796,52,49,25583.0
2811:storage_out,2811,52,49,25584.0
6858:direct,6858,53,49,25584.0
2816:storage_out,2816,52,49,25585.0
6861:direct,6861,2,50,25587.0
6860:direct,6860,3,49,25587.0
2817:storage_out,2817,52,48,25587.0
2818:storage_out,2818,52,50,25588.0
6859:storage_in,6859,53,47,25588.0
2827:storage_out,2827,52,49,25589.0
6863:direct,6863,0,50,25590.0
6862:storage_in,6862,4,47,25590.0
2833:storage_out,2833,52,50,25591.0
6864:storage_in,6864,53,47,25592.0
2845:storage_out,2845,52,49,25593.0
6866:direct,6866,1,50,25594.0
2860:storage_out,2860,52,49,25595.0
6868:direct,6868,2,50,25596.0
6865:storage_in,6865,53,47,25596.0
6867:direct,6867,53,49,25598.0
6869:direct,6869,0,50,25599.0
2873:storage_out,2873,52,49,25599.0
6871:storage_in,6871,5,47,25600.0
2878:storage_out,2878,52,49,25600.0
6870:storage_in,6870,53,47,25600.0
6872:storage_in,6872,1,47,25602.0
2914:storage_out,2914,52,49,25602.0
6874:direct,6874,3,49,25603.0
2917:storage_out,2917,52,49,25606.0
6877:direct,6877,4,49,25608.0
2934:storage_out,2934,52,48,25608.0
6873:storage_in,6873,53,47,25608.0
6878:storage_in,6878,2,47,25610.0
2937:storage_out,2937,52,49,25610.0
6875:storage_in,6875,53,47,25610.0
6880:storage_in,6880,5,47,25611.0
2949:storage_out,2949,52,50,25612.0
6876:direct,6876,53,50,25612.0
6881:direct,6881,3,49,25614.0
3005:storage_out,3005,52,49,25614.0
6879:direct,6879,53,50,25614.0
6882:direct,6882,0,50,25616.0
3016:storage_out,3016,52,48,25617.0
3022:storage_out,3022,52,48,25619.0
3027:storage_out,3027,52,49,25621.0
6883:direct,6883,1,50,25624.0
6884:storage_in,6884,4,47,25624.0
3174:storage_out,3174,52,50,25624.0
6885:direct,6885,2,50,25629.0
3208:storage_out,3208,52,50,25629.0
6886:direct,6886,0,50,25630.0
3284:storage_out,3284,52,50,25630.0
3324:storage_out,3324,52,49,25632.0
6887:storage_in,6887,1,47,25633.0
3330:storage_out,3330,52,49,25634.0
6889:direct,6889,2,50,25635.0
6888:direct,6888,5,49,25635.0
3332:storage_out,3332,52,49,25635.0
6890:storage_in,6890,53,47,25636.0
3416:storage_out,3416,52,48,25637.0
3424:storage_out,3424,52,48,25639.0
6891:storage_in,6891,0,47,25640.0
6892:direct,6892,3,48,25640.0
6893:storage_in,6893,0,47,25641.0
6894:direct,6894,3,49,25641.0
3463:storage_out,3463,52,48,25641.0
6895:storage_in,6895,1,47,25642.0
6896:direct,6896,4,48,25643.0
3467:storage_out,3467,52,48,25643.0
6897:storage_in,6897,1,47,25644.0
3477:storage_out,3477,52,49,25644.0
6898:storage_in,6898,2,47,25645.0
6899:storage_in,6899,5,47,25645.0
3481:storage_out,3481,52,49,25645.0
6901:direct,6901,53,50,25645.0
6900:storage_in,6900,2,47,25646.0
6902:storage_in,6902,0,47,25647.0
3507:storage_out,3507,52,49,25647.0
6903:direct,6903,3,48,25648.0
6905:direct,6905,4,49,25648.0
3529:storage_out,3529,52,49,25649.0
6906:direct,6906,1,50,25650.0
3548:storage_out,3548,52,50,25651.0
6907:direct,6907,53,50,25651.0
6904:storage_in,6904,0,47,25653.0
6908:direct,6908,2,50,25653.0
3554:storage_out,3554,52,48,25653.0
6909:storage_in,6909,1,47,25654.0
3596:storage_out,3596,52,49,25655.0
6913:storage_in,6913,4,47,25656.0
6914:direct,6914,5,48,25656.0
3604:storage_out,3604,52,49,25657.0
6912:storage_in,6912,0,47,25658.0
6916:direct,6916,1,50,25658.0
3610:storage_out,3610,52,49,25659.0
6919:direct,6919,2,50,25661.0
3612:storage_out,3612,52,50,25661.0
3616:storage_out,3616,52,50,25662.0
3619:storage_out,3619,52,49,25663.0
6923:direct,6923,3,48,25664.0
3623:storage_out,3623,52,49,25664.0
6910:direct,6910,53,50,25665.0
6927:storage_in,6927,4,47,25666.0
3626:storage_out,3626,52,49,25666.0
6930:direct,6930,0,50,25667.0
6925:storage_in,6925,3,47,25667.0
3638:storage_out,3638,52,48,25668.0
6911:direct,6911,53,49,25668.0
6928:storage_in,6928,3,47,25669.0
6935:direct,6935,1,50,25670.0
3639:storage_out,3639,52,49,25670.0
6917:direct,6917,5,49,25671.0
6938:direct,6938,2,50,25672.0
6936:direct,6936,3,48,25672.0
6929:storage_in,6929,4,47,25672.0
3642:storage_out,3642,52,48,25672.0
6940:storage_in,6940,2,47,25673.0
6922:storage_in,6922,5,47,25674.0
3647:storage_out,3647,52,49,25674.0
6939:direct,6939,3,49,25675.0
6944:direct,6944,0,50,25676.0
3653:storage_out,3653,52,49,25676.0
6942:direct,6942,3,49,25677.0
6932:storage_in,6932,4,47,25677.0
3654:storage_out,3654,52,50,25679.0
6951:direct,6951,3,49,25680.0
3662:storage_out,3662,52,49,25680.0
3670:storage_out,3670,52,49,25681.0
6915:storage_in,6915,53,47,25681.0
3674:storage_out,3674,52,49,25683.0
6954:storage_in,6954,2,47,25684.0
6952:direct,6952,1,50,25685.0
6955:direct,6955,3,48,25685.0
3681:storage_out,3681,52,49,25685.0
3687:storage_out,3687,52,49,25687.0
6949:storage_in,6949,0,47,25689.0
3704:storage_out,3704,52,48,25689.0
6943:direct,6943,4,49,25690.0
6958:storage_in,6958,2,47,25691.0
3710:storage_out,3710,52,49,25691.0
6959:storage_in,6959,0,47,25692.0
3713:storage_out,3713,52,49,25693.0
6963:storage_in,6963,1,47,25694.0
6946:direct,6946,4,48,25695.0
3722:storage_out,3722,52,49,25695.0
6962:storage_in,6962,0,47,25696.0
3735:storage_out,3735,52,49,25696.0
6918:direct,6918,53,50,25696.0
6964:direct,6964,1,50,25697.0
3737:storage_out,3737,52,48,25697.0
6965:direct,6965,2,50,25698.0
3764:storage_out,3764,52,49,25699.0
6966:direct,6966,0,50,25700.0
6967:storage_in,6967,1,47,25700.0
6968:storage_in,6968,2,47,25701.0
3804:storage_out,3804,52,49,25701.0
3805:storage_out,3805,52,49,25702.0
6947:direct,6947,4,49,25703.0
3809:storage_out,3809,52,49,25704.0
6970:direct,6970,2,50,25705.0
6969:storage_in,6969,1,47,25706.0
3822:storage_out,3822,52,49,25706.0
6920:direct,6920,53,50,25706.0
6972:storage_in,6972,0,47,25707.0
6971:direct,6971,2,50,25707.0
3837:storage_out,3837,52,49,25708.0
6975:storage_in,6975,1,47,25709.0
6977:direct,6977,3,49,25710.0
6980:storage_in,6980,2,47,25712.0
6978:storage_in,6978,3,47,25712.0
3842:storage_out,3842,52,49,25712.0
6974:direct,6974,0,50,25713.0
3890:storage_out,3890,52,50,25713.0
6981:direct,6981,1,50,25714.0
3930:storage_out,3930,52,49,25714.0
6983:direct,6983,3,48,25715.0
3994:storage_out,3994,52,49,25715.0
6921:direct,6921,53,49,25715.0
6976:direct,6976,0,50,25717.0
6987:direct,6987,2,50,25717.0
6956:direct,6956,4,48,25717.0
4009:storage_out,4009,52,49,25719.0
6960:storage_in,6960,4,47,25720.0
6986:direct,6986,1,50,25722.0
6933:direct,6933,5,48,25722.0
6991:storage_in,6991,3,47,25723.0
4022:storage_out,4022,52,50,25723.0
6984:storage_in,6984,0,47,25724.0
6994:direct,6994,3,49,25724.0
4029:storage_out,4029,52,48,25725.0
4054:storage_out,4054,52,49,25727.0
6998:direct,6998,3,49,25728.0
6982:storage_in,6982,4,47,25729.0
4057:storage_out,4057,52,49,25729.0
7000:direct,7000,0,50,25730.0
7001:direct,7001,2,50,25730.0
6934:direct,6934,5,49,25731.0
4065:storage_out,4065,52,49,25731.0
7003:direct,7003,1,50,25732.0
4070:storage_out,4070,52,49,25732.0
7005:storage_in,7005,3,47,25733.0
4073:storage_out,4073,52,49,25733.0
7007:direct,7007,3,49,25734.0
7004:direct,7004,0,50,25735.0
4074:storage_out,4074,52,50,25736.0
7012:direct,7012,3,49,25738.0
6988:direct,6988,4,49,25738.0
4082:storage_out,4082,52,49,25738.0
7011:direct,7011,1,50,25740.0
7015:direct,7015,2,50,25740.0
4092:storage_out,4092,52,48,25740.0
7014:direct,7014,1,49,25742.0
4098:storage_out,4098,52,48,25742.0
7017:direct,7017,0,50,25743.0
7018:direct,7018,2,50,25743.0
7020:direct,7020,2,50,25744.0
7019:direct,7019,3,48,25744.0
4100:storage_out,4100,52,48,25744.0
6992:direct,6992,4,49,25745.0
7021:direct,7021,1,50,25746.0
4103:storage_out,4103,52,48,25746.0
4105:storage_out,4105,52,50,25748.0
6996:storage_in,6996,4,47,25749.0
7022:direct,7022,0,50,25750.0
7025:direct,7025,3,49,25750.0
7026:direct,7026,2,50,25751.0
6937:storage_in,6937,5,47,25751.0
6999:storage_in,6999,4,47,25752.0
7024:direct,7024,1,50,25753.0
4113:storage_out,4113,52,50,25753.0
7029:direct,7029,2,49,25754.0
7032:direct,7032,2,50,25756.0
4117:storage_out,4117,52,48,25756.0
4125:storage_out,4125,52,49,25757.0
7006:direct,7006,4,49,25758.0
7034:direct,7034,2,50,25759.0
4139:storage_out,4139,52,49,25759.0
6948:direct,6948,5,49,25760.0
7009:direct,7009,4,48,25761.0
4152:storage_out,4152,52,49,25761.0
7023:direct,7023,0,49,25762.0
7028:direct,7028,1,50,25763.0
4177:storage_out,4177,52,48,25763.0
7030:direct,7030,0,50,25765.0
4182:storage_out,4182,52,49,25765.0
7031:direct,7031,1,50,25766.0
4202:storage_out,4202,52,49,25767.0
7035:storage_in,7035,0,47,25768.0
7040:direct,7040,1,50,25769.0
4211:storage_out,4211,52,49,25770.0
7037:storage_in,7037,0,47,25771.0
7044:direct,7044,2,49,25771.0
4214:storage_out,4214,52,49,25771.0
7041:direct,7041,1,49,25772.0
7010:direct,7010,4,49,25772.0
7045:direct,7045,3,48,25773.0
4302:storage_out,4302,52,49,25773.0
7047:direct,7047,2,50,25776.0
7049:storage_in,7049,3,47,25776.0
4319:storage_out,4319,52,49,25777.0
7039:direct,7039,0,50,25778.0
4322:storage_out,4322,52,48,25778.0
7051:direct,7051,2,50,25779.0
4355:storage_out,4355,52,50,25780.0
6924:storage_in,6924,53,47,25780.0
7046:direct,7046,0,49,25782.0
7027:direct,7027,4,48,25783.0
7056:direct,7056,3,49,25784.0
7043:direct,7043,1,50,25785.0
6953:direct,6953,5,48,25785.0
7048:storage_in,7048,1,47,25788.0
7036:direct,7036,4,49,25789.0
4364:storage_out,4364,52,48,25790.0
6957:direct,6957,5,48,25791.0
7061:storage_in,7061,3,47,25792.0
4369:storage_out,4369,52,48,25792.0
7062:direct,7062,3,48,25793.0
7064:direct,7064,0,50,25794.0
7052:direct,7052,4,49,25794.0
4375:storage_out,4375,52,48,25794.0
7063:direct,7063,3,49,25795.0
7067:direct,7067,2,49,25796.0
7071:direct,7071,0,49,25798.0
6973:direct,6973,5,49,25798.0
4376:storage_out,4376,52,48,25798.0
6926:storage_in,6926,53,47,25799.0
4378:storage_out,4378,52,48,25800.0
7053:storage_in,7053,4,47,25801.0
7073:storage_in,7073,0,47,25803.0
7074:storage_in,7074,3,47,25803.0
6979:direct,6979,5,48,25803.0
4382:storage_out,4382,52,48,25803.0
7075:storage_in,7075,1,47,25804.0
7055:direct,7055,4,48,25804.0
6931:direct,6931,53,48,25804.0
7076:direct,7076,1,50,25805.0
4386:storage_out,4386,52,48,25805.0
7078:direct,7078,2,50,25807.0
7058:direct,7058,4,49,25807.0
4387:storage_out,4387,52,50,25807.0
6941:direct,6941,53,48,25807.0
7080:direct,7080,0,50,25809.0
6989:storage_in,6989,5,47,25809.0
4388:storage_out,4388,52,48,25809.0
7081:direct,7081,3,48,25810.0
7065:direct,7065,4,49,25810.0
4399:storage_out,4399,52,49,25811.0
7082:storage_in,7082,1,47,25812.0
7083:storage_in,7083,2,47,25812.0
6990:direct,6990,5,49,25812.0
7066:direct,7066,4,48,25813.0
7084:storage_in,7084,0,47,25815.0
6995:direct,6995,5,49,25815.0
7069:direct,7069,4,49,25816.0
4405:storage_out,4405,52,50,25816.0
7086:direct,7086,1,50,25817.0
7085:storage_in,7085,2,47,25817.0
4460:storage_out,4460,52,50,25818.0
4471:storage_out,4471,52,50,25819.0
7088:direct,7088,2,50,25820.0
7077:storage_in,7077,4,47,25821.0
4494:storage_out,4494,52,49,25821.0
7089:direct,7089,0,49,25823.0
4503:storage_out,4503,52,49,25824.0
7090:direct,7090,0,50,25825.0
7091:direct,7091,1,50,25826.0
161:storage_out,161,52,50,25826.0
7092:storage_in,7092,1,47,25828.0
7093:direct,7093,4,48,25829.0
6997:storage_in,6997,5,47,25830.0
163:storage_out,163,52,50,25830.0
7094:direct,7094,3,49,25831.0
316:storage_out,316,52,50,25832.0
320:storage_out,320,52,50,25833.0
7096:direct,7096,2,50,25834.0
521:storage_out,521,52,50,25834.0
585:storage_out,585,52,50,25835.0
6945:direct,6945,53,48,25835.0
7097:direct,7097,2,50,25836.0
7098:direct,7098,4,49,25836.0
7099:direct,7099,0,50,25837.0
7002:direct,7002,5,49,25837.0
918:storage_out,918,52,50,25837.0
6950:storage_in,6950,53,47,25839.0
7100:storage_in,7100,1,47,25840.0
7101:direct,7101,3,49,25840.0
949:storage_out,949,52,50,25840.0
7008:direct,7008,5,49,25841.0
952:storage_out,952,52,50,25841.0
7103:direct,7103,3,48,25842.0
7102:direct,7102,4,48,25842.0
7013:direct,7013,5,48,25843.0
1046:storage_out,1046,52,50,25846.0
7104:direct,7104,4,48,25847.0
1429:storage_out,1429,52,50,25848.0
1430:storage_out,1430,52,50,25850.0
6961:direct,6961,53,49,25850.0
7108:direct,7108,2,50,25852.0
7107:direct,7107,3,49,25852.0
1438:storage_out,1438,52,50,25852.0
7110:direct,7110,3,49,25853.0
6985:storage_in,6985,53,47,25853.0
7112:direct,7112,0,50,25855.0
7111:direct,7111,4,49,25855.0
7113:direct,7113,0,49,25857.0
7115:direct,7115,1,50,25857.0
7116:direct,7116,1,50,25858.0
7117:direct,7117,3,48,25859.0
7114:direct,7114,4,49,25859.0
7016:direct,7016,5,49,25859.0
1441:storage_out,1441,52,50,25859.0
7118:direct,7118,4,48,25861.0
7119:direct,7119,2,50,25863.0
1581:storage_out,1581,52,50,25865.0
7121:direct,7121,2,50,25866.0
7038:direct,7038,5,49,25866.0
6993:direct,6993,53,50,25866.0
7123:direct,7123,0,50,25868.0
1670:storage_out,1670,52,50,25868.0
7033:direct,7033,53,50,25868.0
7042:direct,7042,5,48,25869.0
1765:storage_out,1765,52,50,25870.0
7124:direct,7124,0,50,25871.0
7125:direct,7125,1,49,25871.0
7050:storage_in,7050,53,47,25871.0
7126:direct,7126,1,50,25872.0
7054:direct,7054,5,49,25872.0
7127:direct,7127,2,49,25873.0
7128:direct,7128,0,49,25876.0
7057:direct,7057,5,48,25876.0
1779:storage_out,1779,52,50,25876.0
7129:direct,7129,2,50,25877.0
7130:direct,7130,1,50,25878.0
7132:direct,7132,0,50,25879.0
7131:direct,7131,1,49,25879.0
1963:storage_out,1963,52,50,25879.0
7133:storage_in,7133,3,47,25881.0
7134:direct,7134,1,50,25883.0
7059:direct,7059,5,49,25883.0
7136:direct,7136,2,49,25884.0
7135:direct,7135,3,49,25884.0
7137:direct,7137,2,50,25885.0
2397:storage_out,2397,52,50,25887.0
7138:storage_in,7138,4,47,25889.0
7139:direct,7139,0,50,25890.0
7060:storage_in,7060,5,47,25892.0
7140:direct,7140,1,50,25893.0
2555:storage_out,2555,52,50,25893.0
7070:direct,7070,5,49,25894.0
7068:storage_in,7068,53,47,25895.0
7141:storage_in,7141,2,47,25897.0
7072:storage_in,7072,5,47,25897.0
7079:storage_in,7079,5,47,25899.0
7144:direct,7144,3,49,25900.0
2558:storage_out,2558,52,50,25900.0
7087:direct,7087,5,49,25901.0
7145:direct,7145,4,49,25903.0
7095:direct,7095,5,48,25903.0
7146:direct,7146,0,49,25905.0
7105:direct,7105,5,49,25907.0
7106:direct,7106,5,49,25909.0
2763:storage_out,2763,52,50,25909.0
7148:direct,7148,3,49,25910.0
7149:direct,7149,2,50,25911.0
7109:direct,7109,5,48,25911.0
7150:direct,7150,4,49,25912.0
7151:direct,7151,3,49,25913.0
7120:direct,7120,5,48,25913.0
7152:storage_in,7152,0,47,25914.0
2767:storage_out,2767,52,50,25915.0
7153:direct,7153,1,50,25916.0
7122:direct,7122,5,49,25916.0
2847:storage_out,2847,52,50,25917.0
7154:direct,7154,0,50,25919.0
7155:direct,7155,2,50,25919.0
2874:storage_out,2874,52,50,25919.0
7156:direct,7156,4,48,25921.0
7142:direct,7142,5,49,25921.0
2885:storage_out,2885,52,50,25921.0
7158:direct,7158,0,50,25922.0
7160:direct,7160,2,50,25924.0
2976:storage_out,2976,52,50,25924.0
7161:storage_in,7161,1,47,25925.0
3095:storage_out,3095,52,50,25925.0
3103:storage_out,3103,52,50,25927.0
7162:direct,7162,2,50,25932.0
7157:direct,7157,4,49,25932.0
3124:storage_out,3124,52,50,25932.0
7143:direct,7143,5,49,25934.0
7163:direct,7163,0,50,25935.0
7147:direct,7147,5,49,25936.0
7164:direct,7164,3,49,25937.0
7159:storage_in,7159,5,47,25938.0
3155:storage_out,3155,52,50,25938.0
7166:direct,7166,1,50,25940.0
7165:storage_in,7165,4,47,25940.0
3179:storage_out,3179,52,50,25941.0
7167:direct,7167,1,50,25942.0
3263:storage_out,3263,52,50,25942.0
7168:direct,7168,2,50,25943.0
7169:direct,7169,5,48,25944.0
3387:storage_out,3387,52,50,25945.0
7170:direct,7170,0,50,25946.0
7171:storage_in,7171,1,47,25948.0
3448:storage_out,3448,52,50,25948.0
7172:direct,7172,5,49,25949.0
3618:storage_out,3618,52,50,25949.0
3622:storage_out,3622,52,50,25950.0
7173:direct,7173,3,49,25951.0
3650:storage_out,3650,52,50,25955.0
7174:direct,7174,4,49,25956.0
3677:storage_out,3677,52,50,25957.0
7175:direct,7175,5,49,25959.0
7176:direct,7176,2,50,25960.0
7177:direct,7177,3,49,25961.0
7178:direct,7178,0,49,25962.0
7179:direct,7179,2,50,25962.0
7180:direct,7180,4,49,25964.0
7181:direct,7181,0,50,25969.0
3685:storage_out,3685,52,50,25969.0
7182:direct,7182,5,49,25970.0
7183:storage_in,7183,1,47,25971.0
3738:storage_out,3738,52,50,25971.0
7184:direct,7184,2,50,25974.0
3750:storage_out,3750,52,50,25974.0
7185:direct,7185,3,49,25975.0
7186:direct,7186,0,50,25978.0
3793:storage_out,3793,52,50,25978.0
3808:storage_out,3808,52,50,25979.0
7187:direct,7187,4,49,25980.0
7188:storage_in,7188,53,47,25980.0
7189:direct,7189,1,50,25982.0
7190:direct,7190,5,49,25983.0
3826:storage_out,3826,52,50,25983.0
7191:storage_in,7191,53,47,25984.0
7192:direct,7192,2,50,25987.0
7193:storage_in,7193,0,47,25988.0
3879:storage_out,3879,52,50,25988.0
7194:storage_in,7194,5,47,25989.0
7195:storage_in,7195,53,47,25989.0
3881:storage_out,3881,52,50,25990.0
7196:storage_in,7196,0,47,25992.0
3916:storage_out,3916,52,50,25992.0
7197:direct,7197,3,49,25993.0
3957:storage_out,3957,52,50,25993.0
7198:storage_in,7198,1,47,25994.0
7199:direct,7199,4,49,25996.0
3963:storage_out,3963,52,50,25996.0
7200:storage_in,7200,53,47,25996.0
7202:direct,7202,2,50,25999.0
7201:direct,7201,5,49,25999.0
4034:storage_out,4034,52,50,26001.0
7203:storage_in,7203,53,47,26001.0
7204:direct,7204,0,50,26003.0
4062:storage_out,4062,52,50,26003.0
4194:storage_out,4194,52,50,26005.0
7205:storage_in,7205,53,47,26006.0
7206:direct,7206,3,49,26007.0
7207:direct,7207,1,50,26008.0
4284:storage_out,4284,52,50,26010.0
7208:storage_in,7208,53,47,26011.0
4286:storage_out,4286,52,50,26012.0
4288:storage_out,4288,52,50,26014.0
7209:storage_in,7209,53,47,26014.0
7210:direct,7210,4,49,26015.0
4296:storage_out,4296,52,50,26016.0
7211:direct,7211,5,49,26017.0
7212:storage_in,7212,53,47,26017.0
7213:storage_in,7213,53,47,26018.0
7214:direct,7214,3,49,26019.0
7215:storage_in,7215,2,47,26021.0
7217:direct,7217,4,49,26022.0
4299:storage_out,4299,52,50,26022.0
7216:storage_in,7216,53,47,26022.0
7218:storage_in,7218,53,47,26023.0
4362:storage_out,4362,52,50,26024.0
7219:storage_in,7219,53,47,26025.0
7220:direct,7220,0,50,26026.0
4365:storage_out,4365,52,50,26027.0
7221:storage_in,7221,53,47,26027.0
7222:direct,7222,1,50,26028.0
4392:storage_out,4392,52,50,26029.0
7223:direct,7223,1,50,26030.0
7224:direct,7224,2,49,26031.0
7225:direct,7225,5,49,26031.0
4485:storage_out,4485,52,50,26031.0
4499:storage_out,4499,52,50,26033.0
7229:direct,7229,2,50,26034.0
7230:storage_in,7230,3,47,26035.0
4500:storage_out,4500,52,50,26035.0
7226:storage_in,7226,53,47,26035.0
7231:direct,7231,3,49,26037.0
4505:storage_out,4505,52,50,26037.0
7233:storage_in,7233,0,47,26039.0
7234:direct,7234,4,49,26039.0
4516:storage_out,4516,52,50,26039.0
4552:storage_out,4552,52,50,26041.0
7236:direct,7236,5,49,26042.0
7227:storage_in,7227,53,47,26042.0
7237:direct,7237,1,50,26043.0
7239:direct,7239,2,50,26048.0
7240:direct,7240,3,49,26049.0
160:storage_out,160,52,49,26049.0
7241:direct,7241,0,50,26050.0
215:storage_out,215,52,48,26051.0
222:storage_out,222,52,48,26052.0
7228:storage_in,7228,53,47,26052.0
7242:direct,7242,1,50,26053.0
240:storage_out,240,52,49,26053.0
264:storage_out,264,52,49,26054.0
7243:direct,7243,2,50,26055.0
7232:storage_in,7232,53,47,26055.0
383:storage_out,383,52,49,26056.0
7244:direct,7244,0,50,26057.0
7235:storage_in,7235,53,47,26057.0
7245:direct,7245,4,49,26058.0
403:storage_out,403,52,48,26058.0
435:storage_out,435,52,48,26059.0
7238:storage_in,7238,53,47,26059.0
513:storage_out,513,52,49,26060.0
7246:direct,7246,1,50,26061.0
524:storage_out,524,52,49,26061.0
639:storage_out,639,52,49,26062.0
749:storage_out,749,52,48,26063.0
7247:storage_in,7247,2,47,26064.0
787:storage_out,787,52,48,26064.0
7248:direct,7248,5,49,26065.0
856:storage_out,856,52,49,26065.0
1129:storage_out,1129,52,48,26067.0
7249:direct,7249,3,49,26068.0
1135:storage_out,1135,52,49,26069.0
7250:storage_in,7250,53,47,26070.0
7251:direct,7251,4,49,26071.0
1136:storage_out,1136,52,48,26071.0
7253:direct,7253,5,49,26073.0
1182:storage_out,1182,52,48,26073.0
7252:storage_in,7252,53,47,26073.0
1332:storage_out,1332,52,48,26075.0
7254:direct,7254,3,49,26076.0
1487:storage_out,1487,52,49,26076.0
1766:storage_out,1766,52,48,26078.0
1768:storage_out,1768,52,48,26079.0
7255:direct,7255,4,49,26080.0
1787:storage_out,1787,52,49,26080.0
7257:direct,7257,1,50,26081.0
7256:storage_in,7256,53,47,26081.0
1789:storage_out,1789,52,49,26082.0
7258:direct,7258,0,50,26083.0
1791:storage_out,1791,52,49,26084.0
7259:direct,7259,1,50,26086.0
1792:storage_out,1792,52,49,26086.0
1793:storage_out,1793,52,49,26087.0
7260:direct,7260,2,50,26089.0
1796:storage_out,1796,52,48,26089.0
1799:storage_out,1799,52,48,26091.0
7261:direct,7261,0,50,26092.0
1814:storage_out,1814,52,49,26093.0
7262:direct,7262,1,50,26095.0
7263:direct,7263,5,49,26095.0
1828:storage_out,1828,52,48,26095.0
7264:direct,7264,4,49,26096.0
1842:storage_out,1842,52,49,26096.0
7265:direct,7265,2,50,26097.0
7266:direct,7266,3,49,26097.0
1862:storage_out,1862,52,49,26097.0
7267:direct,7267,0,50,26100.0
2035:storage_out,2035,52,48,26100.0
2037:storage_out,2037,52,48,26101.0
7268:direct,7268,1,50,26102.0
7270:direct,7270,2,50,26103.0
7269:direct,7269,4,49,26103.0
2127:storage_out,2127,52,48,26103.0
2270:storage_out,2270,52,49,26104.0
7271:direct,7271,2,50,26105.0
7272:direct,7272,5,49,26105.0
2282:storage_out,2282,52,49,26105.0
2298:storage_out,2298,52,48,26106.0
7273:direct,7273,0,50,26107.0
2300:storage_out,2300,52,49,26107.0
2337:storage_out,2337,52,48,26109.0
7274:storage_in,7274,1,47,26110.0
2790:storage_out,2790,52,49,26110.0
2794:storage_out,2794,52,49,26111.0
2798:storage_out,2798,52,49,26114.0
7275:direct,7275,2,50,26115.0
7276:direct,7276,3,49,26116.0
2804:storage_out,2804,52,49,26117.0
2812:storage_out,2812,52,49,26119.0
7278:direct,7278,4,49,26121.0
2822:storage_out,2822,52,49,26121.0
7277:storage_in,7277,53,47,26121.0
3044:storage_out,3044,52,48,26122.0
3055:storage_out,3055,52,48,26123.0
3066:storage_out,3066,52,48,26125.0
7279:storage_in,7279,53,47,26126.0
7280:direct,7280,5,49,26127.0
3168:storage_out,3168,52,48,26127.0
7281:direct,7281,3,49,26129.0
3288:storage_out,3288,52,49,26129.0
7282:direct,7282,0,50,26130.0
3297:storage_out,3297,52,49,26131.0
3305:storage_out,3305,52,49,26133.0
7283:storage_in,7283,53,47,26134.0
7285:direct,7285,1,50,26135.0
7284:direct,7284,4,49,26135.0
7286:direct,7286,2,50,26139.0
3310:storage_out,3310,52,49,26139.0
7287:direct,7287,0,50,26140.0
3319:storage_out,3319,52,48,26141.0
7288:direct,7288,0,50,26142.0
3347:storage_out,3347,52,48,26144.0
7289:direct,7289,1,50,26145.0
3380:storage_out,3380,52,49,26145.0
3388:storage_out,3388,52,49,26147.0
3391:storage_out,3391,52,49,26148.0
7290:direct,7290,2,50,26149.0
7291:direct,7291,5,49,26151.0
7292:direct,7292,0,50,26152.0
7293:direct,7293,3,49,26153.0
3446:storage_out,3446,52,48,26153.0
3470:storage_out,3470,52,49,26154.0
7294:direct,7294,1,50,26155.0
3608:storage_out,3608,52,48,26155.0
3624:storage_out,3624,52,48,26157.0
7296:direct,7296,2,50,26159.0
7295:direct,7295,4,49,26159.0
3630:storage_out,3630,52,48,26159.0
3640:storage_out,3640,52,48,26160.0
7297:direct,7297,5,49,26161.0
3706:storage_out,3706,52,48,26161.0
7298:direct,7298,0,50,26162.0
3715:storage_out,3715,52,48,26162.0
3734:storage_out,3734,52,48,26163.0
7299:direct,7299,1,50,26164.0
7300:direct,7300,1,50,26165.0
3794:storage_out,3794,52,49,26165.0
3796:storage_out,3796,52,49,26166.0
7302:direct,7302,2,50,26167.0
7301:direct,7301,3,49,26167.0
3800:storage_out,3800,52,49,26167.0
3806:storage_out,3806,52,49,26169.0
7303:direct,7303,0,50,26170.0
3810:storage_out,3810,52,49,26171.0
7304:direct,7304,1,50,26172.0
3811:storage_out,3811,52,49,26173.0
3813:storage_out,3813,52,49,26174.0
3819:storage_out,3819,52,49,26175.0
7305:storage_in,7305,53,47,26175.0
7306:direct,7306,4,49,26177.0
3824:storage_out,3824,52,49,26177.0
3830:storage_out,3830,52,48,26178.0
3956:storage_out,3956,52,48,26179.0
7307:direct,7307,53,49,26179.0
7308:direct,7308,5,49,26180.0
4115:storage_out,4115,52,48,26181.0
4118:storage_out,4118,52,48,26182.0
7309:direct,7309,53,49,26182.0
7310:direct,7310,3,49,26183.0
4122:storage_out,4122,52,48,26183.0
4123:storage_out,4123,52,49,26184.0
7311:storage_in,7311,53,47,26184.0
4126:storage_out,4126,52,48,26187.0
7312:direct,7312,4,49,26188.0
7313:direct,7313,53,50,26189.0
4128:storage_out,4128,52,48,26190.0
7314:storage_in,7314,53,47,26190.0
4129:storage_out,4129,52,49,26191.0
4132:storage_out,4132,52,49,26192.0
7315:direct,7315,53,49,26192.0
7316:direct,7316,5,49,26193.0
7317:direct,7317,2,50,26194.0
4133:storage_out,4133,52,48,26194.0
4134:storage_out,4134,52,49,26196.0
7318:direct,7318,0,50,26197.0
