task_id,raw_bag_id,source_raw_bag_id,segment_id,segment_count,start,goal,raw_entry_seconds,release_seconds,release_tick,admission_time_seconds,completion_time_seconds,table53_scheduled_interval_seconds,diagnostic_first_admission_to_completion_seconds,status,moving_ticks,stopped_ticks,hold_count,last_hold_reason,final_node,current_edge_id,position_cell
172,86,86,0,2,26,53,13065.512170000,13065.512170000,65328,13067.600000000,13202.400000000,136.887830000,134.800000000,COMPLETED,596,46,46,,53,-1,-1
173,86,86,1,2,53,42,13065.512170000,23700.000000000,118500,23703.600000000,23948.800000000,248.800000000,245.200000000,COMPLETED,871,219,227,,42,-1,-1
174,87,87,0,2,0,53,13064.178690000,13064.178690000,65321,13066.200000000,13209.000000000,144.821310000,142.800000000,COMPLETED,610,64,64,,53,-1,-1
175,87,87,1,2,53,73,13064.178690000,21600.000000000,108000,21602.800000000,21930.800000000,330.800000000,328.000000000,COMPLETED,1132,308,312,,73,-1,-1
176,88,88,0,2,92,53,13063.439830000,13063.439830000,65318,13065.600000000,13207.400000000,143.960170000,141.800000000,COMPLETED,655,30,30,,53,-1,-1
177,88,88,1,2,53,21,13063.439830000,22500.000000000,112500,22504.000000000,22679.400000000,179.400000000,175.400000000,COMPLETED,692,129,139,,21,-1,-1
178,89,89,0,2,24,53,13072.845380000,13072.845380000,65365,13075.000000000,13312.000000000,239.154620000,237.000000000,COMPLETED,913,160,160,,53,-1,-1
179,89,89,1,2,53,118,13072.845380000,20400.000000000,102000,20403.200000000,20679.800000000,279.800000000,276.600000000,COMPLETED,999,240,246,,118,-1,-1
180,90,90,0,2,49,53,13069.937820000,13069.937820000,65350,13072.000000000,13308.800000000,238.862180000,236.800000000,COMPLETED,926,146,146,,53,-1,-1
181,90,90,1,2,53,81,13069.937820000,22500.000000000,112500,22504.400000000,22706.400000000,206.400000000,202.000000000,COMPLETED,786,160,172,,81,-1,-1
182,91,91,0,2,149,53,13070.436700000,13070.436700000,65353,13072.600000000,13210.600000000,140.163300000,138.000000000,COMPLETED,643,31,31,,53,-1,-1
183,91,91,1,2,53,22,13070.436700000,22500.000000000,112500,22504.800000000,22690.200000000,190.200000000,185.400000000,COMPLETED,698,165,179,,22,-1,-1
184,92,92,0,2,57,53,13075.495160000,13075.495160000,65378,13077.600000000,13302.200000000,226.704840000,224.600000000,COMPLETED,855,156,156,,53,-1,-1
185,92,92,1,2,53,48,13075.495160000,24300.000000000,121500,24302.000000000,24495.600000000,195.600000000,193.600000000,COMPLETED,753,119,119,,48,-1,-1
186,93,93,0,2,92,53,13080.921160000,13080.921160000,65405,13083.000000000,13224.800000000,143.878840000,141.800000000,COMPLETED,655,30,30,,53,-1,-1
187,93,93,1,2,53,69,13080.921160000,24000.000000000,120000,24002.000000000,24303.200000000,303.200000000,301.200000000,COMPLETED,1096,234,234,,69,-1,-1
188,94,94,0,2,95,53,13081.440860000,13081.440860000,65408,13083.600000000,13310.400000000,228.959140000,226.800000000,COMPLETED,845,177,177,,53,-1,-1
189,94,94,1,2,53,108,13081.440860000,22500.000000000,112500,22505.200000000,22826.600000000,326.600000000,321.400000000,COMPLETED,1104,327,343,,108,-1,-1
190,95,95,0,2,49,53,13073.604480000,13073.604480000,65369,13075.800000000,13315.200000000,241.595520000,239.400000000,COMPLETED,931,162,162,,53,-1,-1
191,95,95,1,2,53,103,13073.604480000,21900.000000000,109500,21909.600000000,22239.600000000,339.600000000,330.000000000,COMPLETED,1050,440,478,,103,-1,-1
192,96,96,0,2,95,53,13083.000750000,13083.000750000,65416,13085.200000000,13316.800000000,233.799250000,231.600000000,COMPLETED,845,201,201,,53,-1,-1
193,96,96,1,2,53,23,13083.000750000,22500.000000000,112500,22505.600000000,22712.400000000,212.400000000,206.800000000,COMPLETED,764,198,216,,23,-1,-1
194,97,97,0,2,57,53,13086.477820000,13086.477820000,65433,13088.600000000,13313.600000000,227.122180000,225.000000000,COMPLETED,864,165,165,,53,-1,-1
195,97,97,1,2,53,85,13086.477820000,21300.000000000,106500,21306.400000000,21538.000000000,238.000000000,231.600000000,COMPLETED,838,240,262,,85,-1,-1
196,98,98,0,2,149,53,13087.769760000,13087.769760000,65439,13089.800000000,13227.200000000,139.430240000,137.400000000,COMPLETED,643,28,28,,53,-1,-1
197,98,98,1,2,53,81,13087.769760000,23700.000000000,118500,23704.000000000,23901.800000000,201.800000000,197.800000000,COMPLETED,787,146,156,,81,-1,-1
198,99,99,0,2,92,53,13082.106440000,13082.106440000,65411,13084.200000000,13229.600000000,147.493560000,145.400000000,COMPLETED,655,48,48,,53,-1,-1
199,99,99,1,2,53,17,13082.106440000,23700.000000000,118500,23704.400000000,23943.000000000,243.000000000,238.600000000,COMPLETED,871,210,222,,17,-1,-1
200,100,100,0,2,95,53,13089.436510000,13089.436510000,65448,13091.600000000,13321.600000000,232.163490000,230.000000000,COMPLETED,848,190,190,,53,-1,-1
201,100,100,1,2,53,67,13089.436510000,24000.000000000,120000,24002.400000000,24303.200000000,303.200000000,300.800000000,COMPLETED,1099,245,247,,67,-1,-1
202,101,101,0,2,49,53,13085.773140000,13085.773140000,65429,13087.800000000,13326.600000000,240.826860000,238.800000000,COMPLETED,921,153,153,,53,-1,-1
203,101,101,1,2,53,64,13085.773140000,23700.000000000,118500,23704.800000000,23998.000000000,298.000000000,293.200000000,COMPLETED,1051,271,285,,64,-1,-1
204,102,102,0,2,95,53,13085.107570000,13085.107570000,65426,13087.200000000,13307.000000000,221.892430000,219.800000000,COMPLETED,854,149,149,,53,-1,-1
205,102,102,1,2,53,101,13085.107570000,21900.000000000,109500,21910.000000000,22235.800000000,335.800000000,325.800000000,COMPLETED,1047,438,478,,101,-1,-1
206,103,103,0,2,57,53,13090.144480000,13090.144480000,65451,13092.200000000,13319.200000000,229.055520000,227.000000000,COMPLETED,858,173,173,,53,-1,-1
207,103,103,1,2,53,18,13090.144480000,22200.000000000,111000,22207.200000000,22470.400000000,270.400000000,263.200000000,COMPLETED,885,311,337,,18,-1,-1
208,104,104,0,2,26,53,13105.434500000,13105.434500000,65528,13107.600000000,13242.400000000,136.965500000,134.800000000,COMPLETED,596,46,46,,53,-1,-1
209,104,104,1,2,53,103,13105.434500000,21900.000000000,109500,21910.400000000,22245.000000000,345.000000000,334.600000000,COMPLETED,1057,464,506,,103,-1,-1
210,105,105,0,2,92,53,13227.072210000,13227.072210000,66136,13229.200000000,13371.000000000,143.927790000,141.800000000,COMPLETED,655,30,30,,53,-1,-1
211,105,105,1,2,53,20,13227.072210000,24000.000000000,120000,24002.800000000,24157.400000000,157.400000000,154.600000000,COMPLETED,644,81,85,,20,-1,-1
212,106,106,0,2,136,53,13378.992270000,13378.992270000,66895,13381.000000000,13496.800000000,117.807730000,115.800000000,COMPLETED,536,27,27,,53,-1,-1
213,106,106,1,2,53,47,13378.992270000,19500.000000000,97500,19509.200000000,19724.200000000,224.200000000,215.000000000,COMPLETED,700,311,347,,47,-1,-1
214,107,107,0,2,136,53,13381.081340000,13381.081340000,66906,13383.200000000,13500.600000000,119.518660000,117.400000000,COMPLETED,536,35,35,,53,-1,-1
215,107,107,1,2,53,47,13381.081340000,19500.000000000,97500,19509.600000000,19732.200000000,232.200000000,222.600000000,COMPLETED,693,340,378,,47,-1,-1
216,108,108,0,2,138,53,13422.309020000,13422.309020000,67112,13424.400000000,13554.400000000,132.090980000,130.000000000,COMPLETED,607,27,27,,53,-1,-1
217,108,108,1,2,53,116,13422.309020000,19500.000000000,97500,19510.000000000,19814.800000000,314.800000000,304.800000000,COMPLETED,980,408,448,,116,-1,-1
218,109,109,0,2,138,53,13423.399190000,13423.399190000,67117,13425.400000000,13558.200000000,134.800810000,132.800000000,COMPLETED,607,41,41,,53,-1,-1
219,109,109,1,2,53,116,13423.399190000,19500.000000000,97500,19510.400000000,19821.400000000,321.400000000,311.000000000,COMPLETED,974,437,479,,116,-1,-1
220,110,110,0,2,134,53,13437.288050000,13437.288050000,67187,13439.400000000,13750.000000000,312.711950000,310.600000000,COMPLETED,1001,336,336,,53,-1,-1
221,110,110,1,2,53,99,13437.288050000,19500.000000000,97500,19510.800000000,19828.600000000,328.600000000,317.800000000,COMPLETED,994,451,495,,99,-1,-1
222,111,111,0,2,134,53,13441.408440000,13441.408440000,67208,13443.600000000,13747.600000000,306.191560000,304.000000000,COMPLETED,1006,314,314,,53,-1,-1
223,111,111,1,2,53,99,13441.408440000,19500.000000000,97500,19511.200000000,19831.000000000,331.000000000,319.800000000,COMPLETED,996,467,513,,99,-1,-1
224,112,112,0,2,134,53,13439.708990000,13439.708990000,67199,13441.800000000,13743.800000000,304.091010000,302.000000000,COMPLETED,999,303,303,,53,-1,-1
225,112,112,1,2,53,99,13439.708990000,19500.000000000,97500,19511.600000000,19833.400000000,333.400000000,321.800000000,COMPLETED,995,478,526,,99,-1,-1
226,113,113,0,2,134,53,13449.799170000,13449.799170000,67249,13451.800000000,13753.800000000,304.000830000,302.000000000,COMPLETED,1007,303,303,,53,-1,-1
227,113,113,1,2,53,99,13449.799170000,19500.000000000,97500,19512.000000000,19835.800000000,335.800000000,323.800000000,COMPLETED,1003,488,538,,99,-1,-1
228,114,114,0,2,138,53,13470.857800000,13470.857800000,67355,13473.000000000,13603.000000000,132.142200000,130.000000000,COMPLETED,607,27,27,,53,-1,-1
229,114,114,1,2,53,116,13470.857800000,19500.000000000,97500,19512.400000000,19834.200000000,334.200000000,321.800000000,COMPLETED,973,492,544,,116,-1,-1
230,115,115,0,2,136,53,13476.524450000,13476.524450000,67383,13478.600000000,13594.400000000,117.875550000,115.800000000,COMPLETED,536,27,27,,53,-1,-1
231,115,115,1,2,53,47,13476.524450000,19500.000000000,97500,19512.800000000,19749.000000000,249.000000000,236.200000000,COMPLETED,697,412,466,,47,-1,-1
232,116,116,0,2,134,53,13524.562470000,13524.562470000,67623,13526.600000000,13834.600000000,310.037530000,308.000000000,COMPLETED,995,321,321,,53,-1,-1
233,116,116,1,2,53,99,13524.562470000,19500.000000000,97500,19513.200000000,19851.600000000,351.600000000,338.400000000,COMPLETED,994,554,610,,99,-1,-1
234,117,117,0,2,134,53,13628.337190000,13628.337190000,68142,13630.400000000,13934.000000000,305.662810000,303.600000000,COMPLETED,998,304,304,,53,-1,-1
235,117,117,1,2,53,99,13628.337190000,19500.000000000,97500,19513.600000000,19846.800000000,346.800000000,333.200000000,COMPLETED,996,534,592,,99,-1,-1
236,118,118,0,2,26,53,13637.178850000,13637.178850000,68186,13639.200000000,13774.000000000,136.821150000,134.800000000,COMPLETED,596,46,46,,53,-1,-1
237,118,118,1,2,53,79,13637.178850000,21900.000000000,109500,21910.800000000,22148.000000000,248.000000000,237.200000000,COMPLETED,783,347,391,,79,-1,-1
238,119,119,0,2,0,53,13653.149660000,13653.149660000,68266,13655.200000000,13799.200000000,146.050340000,144.000000000,COMPLETED,610,70,70,,53,-1,-1
239,119,119,1,2,53,103,13653.149660000,22200.000000000,111000,22207.600000000,22526.200000000,326.200000000,318.600000000,COMPLETED,1050,383,411,,103,-1,-1
240,120,120,0,2,24,53,13653.816160000,13653.816160000,68270,13656.000000000,13892.000000000,238.183840000,236.000000000,COMPLETED,906,154,154,,53,-1,-1
241,120,120,1,2,53,48,13653.816160000,24600.000000000,123000,24602.000000000,24795.600000000,195.600000000,193.600000000,COMPLETED,753,119,119,,48,-1,-1
242,121,121,0,2,26,53,13651.482990000,13651.482990000,68258,13653.600000000,13788.400000000,136.917010000,134.800000000,COMPLETED,596,46,46,,53,-1,-1
243,121,121,1,2,53,99,13651.482990000,19500.000000000,97500,19514.000000000,19849.200000000,349.200000000,335.200000000,COMPLETED,1005,543,603,,99,-1,-1
244,122,122,0,2,0,53,13657.149590000,13657.149590000,68286,13659.200000000,13802.000000000,144.850410000,142.800000000,COMPLETED,610,64,64,,53,-1,-1
245,122,122,1,2,53,99,13657.149590000,19500.000000000,97500,19514.400000000,19854.000000000,354.000000000,339.600000000,COMPLETED,998,564,626,,99,-1,-1
246,123,123,0,2,49,53,13655.921150000,13655.921150000,68280,13658.000000000,13899.000000000,243.078850000,241.000000000,COMPLETED,922,163,163,,53,-1,-1
247,123,123,1,2,53,48,13655.921150000,24300.000000000,121500,24302.400000000,24498.400000000,198.400000000,196.000000000,COMPLETED,753,131,133,,48,-1,-1
248,124,124,0,2,24,53,13657.954910000,13657.954910000,68290,13660.000000000,13895.800000000,237.845090000,235.800000000,COMPLETED,906,153,153,,53,-1,-1
249,124,124,1,2,53,62,13657.954910000,24600.000000000,123000,24602.400000000,24878.600000000,278.600000000,276.200000000,COMPLETED,1038,199,201,,62,-1,-1
250,125,125,0,2,149,53,13664.334100000,13664.334100000,68322,13666.400000000,13803.600000000,139.265900000,137.200000000,COMPLETED,643,27,27,,53,-1,-1
251,125,125,1,2,53,71,13664.334100000,24300.000000000,121500,24302.800000000,24627.000000000,327.000000000,324.200000000,COMPLETED,1126,295,299,,71,-1,-1
252,126,126,0,2,26,53,13659.482910000,13659.482910000,68298,13661.600000000,13796.400000000,136.917090000,134.800000000,COMPLETED,596,46,46,,53,-1,-1
253,126,126,1,2,53,60,13659.482910000,24300.000000000,121500,24303.200000000,24578.200000000,278.200000000,275.000000000,COMPLETED,1030,217,223,,60,-1,-1
254,127,127,0,2,57,53,13661.811160000,13661.811160000,68310,13664.000000000,13897.400000000,235.588840000,233.400000000,COMPLETED,852,195,195,,53,-1,-1
255,127,127,1,2,53,17,13661.811160000,23700.000000000,118500,23705.200000000,23945.000000000,245.000000000,239.800000000,COMPLETED,881,222,238,,17,-1,-1
256,128,128,0,2,95,53,13661.972910000,13661.972910000,68310,13664.000000000,13888.000000000,226.027090000,224.000000000,COMPLETED,845,163,163,,53,-1,-1
257,128,128,1,2,53,47,13661.972910000,19500.000000000,97500,19514.800000000,19768.600000000,268.600000000,253.800000000,COMPLETED,693,496,560,,47,-1,-1
258,129,129,0,2,0,53,13663.178730000,13663.178730000,68316,13665.200000000,13806.800000000,143.621270000,141.600000000,COMPLETED,610,58,58,,53,-1,-1
259,129,129,1,2,53,116,13663.178730000,19500.000000000,97500,19515.200000000,19853.800000000,353.800000000,338.600000000,COMPLETED,973,576,642,,116,-1,-1
260,130,130,0,2,95,53,13666.667510000,13666.667510000,68334,13668.800000000,13893.600000000,226.932490000,224.800000000,COMPLETED,848,172,172,,53,-1,-1
261,130,130,1,2,53,83,13666.667510000,23100.000000000,115500,23102.800000000,23310.200000000,210.200000000,207.400000000,COMPLETED,823,142,146,,83,-1,-1
262,131,131,0,2,24,53,13669.845500000,13669.845500000,68350,13672.000000000,13904.600000000,234.754500000,232.600000000,COMPLETED,914,145,145,,53,-1,-1
263,131,131,1,2,53,17,13669.845500000,21900.000000000,109500,21911.200000000,22192.200000000,292.200000000,281.000000000,COMPLETED,874,419,465,,17,-1,-1
264,132,132,0,2,149,53,13673.334070000,13673.334070000,68367,13675.400000000,13814.400000000,141.065930000,139.000000000,COMPLETED,643,36,36,,53,-1,-1
265,132,132,1,2,53,45,13673.334070000,20700.000000000,103500,20705.600000000,20877.000000000,177.000000000,171.400000000,COMPLETED,642,167,185,,45,-1,-1
266,133,133,0,2,92,53,13665.604500000,13665.604500000,68329,13667.800000000,13809.600000000,143.995500000,141.800000000,COMPLETED,655,30,30,,53,-1,-1
267,133,133,1,2,53,46,13665.604500000,20700.000000000,103500,20706.000000000,20901.400000000,201.400000000,195.400000000,COMPLETED,683,222,242,,46,-1,-1
268,134,134,0,2,95,53,13666.972880000,13666.972880000,68335,13669.200000000,13890.400000000,223.427120000,221.200000000,COMPLETED,851,159,160,,53,-1,-1
269,134,134,1,2,53,64,13666.972880000,23100.000000000,115500,23103.200000000,23385.000000000,285.000000000,281.800000000,COMPLETED,1052,221,227,,64,-1,-1
270,135,135,0,2,49,53,13672.439820000,13672.439820000,68363,13674.600000000,13913.400000000,240.960180000,238.800000000,COMPLETED,921,153,153,,53,-1,-1
271,135,135,1,2,53,103,13672.439820000,21900.000000000,109500,21911.600000000,22257.200000000,357.200000000,345.600000000,COMPLETED,1059,509,557,,103,-1,-1
272,136,136,0,2,95,53,13669.774300000,13669.774300000,68349,13671.800000000,13906.200000000,236.425700000,234.400000000,COMPLETED,842,210,210,,53,-1,-1
273,136,136,1,2,53,99,13669.774300000,22200.000000000,111000,22208.000000000,22508.800000000,308.800000000,300.800000000,COMPLETED,1004,364,394,,99,-1,-1
274,137,137,0,2,57,53,13675.144490000,13675.144490000,68376,13677.200000000,13900.600000000,225.455510000,223.400000000,COMPLETED,864,157,157,,53,-1,-1
275,137,137,1,2,53,110,13675.144490000,21900.000000000,109500,21912.000000000,22305.000000000,405.000000000,393.000000000,COMPLETED,1148,609,659,,110,-1,-1
276,138,138,0,2,149,53,13672.440830000,13672.440830000,68363,13674.600000000,13812.000000000,139.559170000,137.400000000,COMPLETED,643,28,28,,53,-1,-1
277,138,138,1,2,53,77,13672.440830000,21900.000000000,109500,21912.400000000,22139.800000000,239.800000000,227.400000000,COMPLETED,734,363,415,,77,-1,-1
278,139,139,0,2,92,53,13673.597160000,13673.597160000,68368,13675.600000000,13817.400000000,143.802840000,141.800000000,COMPLETED,655,30,30,,53,-1,-1
279,139,139,1,2,53,81,13673.597160000,24300.000000000,121500,24303.600000000,24499.000000000,199.000000000,195.400000000,COMPLETED,787,134,142,,81,-1,-1
280,140,140,0,2,49,53,13680.254820000,13680.254820000,68402,13682.400000000,13919.200000000,238.945180000,236.800000000,COMPLETED,926,146,146,,53,-1,-1
281,140,140,1,2,53,41,13680.254820000,20700.000000000,103500,20706.400000000,20951.800000000,251.800000000,245.400000000,COMPLETED,843,272,294,,41,-1,-1
282,141,141,0,2,95,53,13678.774170000,13678.774170000,68394,13680.800000000,13903.000000000,224.225830000,222.200000000,COMPLETED,854,161,161,,53,-1,-1
283,141,141,1,2,53,45,13678.774170000,24300.000000000,121500,24304.000000000,24465.400000000,165.400000000,161.400000000,COMPLETED,642,117,127,,45,-1,-1
284,142,142,0,2,95,53,13680.334160000,13680.334160000,68402,13682.400000000,13908.600000000,228.265840000,226.200000000,COMPLETED,848,179,179,,53,-1,-1
285,142,142,1,2,53,101,13680.334160000,22200.000000000,111000,22208.400000000,22519.200000000,319.200000000,310.800000000,COMPLETED,1049,369,401,,101,-1,-1
286,143,143,0,2,57,53,13690.773160000,13690.773160000,68454,13692.800000000,13925.800000000,235.026840000,233.000000000,COMPLETED,849,188,188,,53,-1,-1
287,143,143,1,2,53,18,13690.773160000,22200.000000000,111000,22208.800000000,22483.200000000,283.200000000,274.400000000,COMPLETED,878,366,400,,18,-1,-1
288,144,144,0,2,92,53,13693.477810000,13693.477810000,68468,13695.600000000,13838.600000000,145.122190000,143.000000000,COMPLETED,655,36,36,,53,-1,-1
289,144,144,1,2,53,106,13693.477810000,22200.000000000,111000,22209.200000000,22560.200000000,360.200000000,351.000000000,COMPLETED,1086,477,513,,106,-1,-1
290,145,145,0,2,92,53,13690.770950000,13690.770950000,68454,13692.800000000,13836.200000000,145.429050000,143.400000000,COMPLETED,655,38,38,,53,-1,-1
291,145,145,1,2,53,17,13690.770950000,23700.000000000,118500,23705.600000000,23950.800000000,250.800000000,245.200000000,COMPLETED,878,244,262,,17,-1,-1
292,146,146,0,2,24,53,13704.254500000,13704.254500000,68522,13706.400000000,13942.200000000,237.945500000,235.800000000,COMPLETED,906,153,153,,53,-1,-1
293,146,146,1,2,53,18,13704.254500000,22200.000000000,111000,22209.600000000,22486.000000000,286.000000000,276.400000000,COMPLETED,885,385,423,,18,-1,-1
294,147,147,0,2,149,53,13835.780010000,13835.780010000,69179,13837.800000000,13973.600000000,137.819990000,135.800000000,COMPLETED,643,20,20,,53,-1,-1
295,147,147,1,2,53,101,13835.780010000,21900.000000000,109500,21912.800000000,22253.400000000,353.400000000,340.600000000,COMPLETED,1049,518,572,,101,-1,-1
296,148,148,0,2,49,53,13851.116160000,13851.116160000,69256,13853.200000000,14095.200000000,244.083840000,242.000000000,COMPLETED,917,165,165,,53,-1,-1
297,148,148,1,2,53,114,13851.116160000,21900.000000000,109500,21913.200000000,22233.600000000,333.600000000,320.400000000,COMPLETED,960,506,562,,114,-1,-1
298,149,149,0,2,134,53,14023.088070000,14023.088070000,70116,14025.200000000,14333.200000000,310.111930000,308.000000000,COMPLETED,995,321,321,,53,-1,-1
299,149,149,1,2,53,118,14023.088070000,20400.000000000,102000,20403.600000000,20685.400000000,285.400000000,281.800000000,COMPLETED,1006,267,275,,118,-1,-1
300,150,150,0,2,134,53,14032.208450000,14032.208450000,70162,14034.400000000,14342.400000000,310.191550000,308.000000000,COMPLETED,995,321,321,,53,-1,-1
301,150,150,1,2,53,118,14032.208450000,20400.000000000,102000,20404.000000000,20689.400000000,289.400000000,285.400000000,COMPLETED,994,281,291,,118,-1,-1
302,151,151,0,2,134,53,14065.022470000,14065.022470000,70326,14067.200000000,14375.200000000,310.177530000,308.000000000,COMPLETED,995,321,321,,53,-1,-1
303,151,151,1,2,53,118,14065.022470000,20400.000000000,102000,20404.400000000,20687.000000000,287.000000000,282.600000000,COMPLETED,1001,276,288,,118,-1,-1
304,152,152,0,2,134,53,14179.651940000,14179.651940000,70899,14181.800000000,14481.400000000,301.748060000,299.600000000,COMPLETED,1001,289,289,,53,-1,-1
305,152,152,1,2,53,99,14179.651940000,19500.000000000,97500,19515.600000000,19859.600000000,359.600000000,344.000000000,COMPLETED,999,585,653,,99,-1,-1
306,153,153,0,2,26,53,14235.845400000,14235.845400000,71180,14238.000000000,14372.800000000,136.954600000,134.800000000,COMPLETED,596,46,46,,53,-1,-1
307,153,153,1,2,53,73,14235.845400000,21600.000000000,108000,21603.200000000,21933.200000000,333.200000000,330.000000000,COMPLETED,1152,322,328,,73,-1,-1
308,154,154,0,2,0,53,14234.483030000,14234.483030000,71173,14236.600000000,14378.200000000,143.716970000,141.600000000,COMPLETED,610,58,58,,53,-1,-1
309,154,154,1,2,53,41,14234.483030000,24900.000000000,124500,24902.000000000,25126.400000000,226.400000000,224.400000000,COMPLETED,832,162,162,,41,-1,-1
310,155,155,0,2,24,53,14243.948720000,14243.948720000,71220,14246.000000000,14483.000000000,239.051280000,237.000000000,COMPLETED,906,159,159,,53,-1,-1
311,155,155,1,2,53,99,14243.948720000,19500.000000000,97500,19516.000000000,19865.800000000,365.800000000,349.800000000,COMPLETED,1004,609,679,,99,-1,-1
312,156,156,0,2,26,53,14243.483030000,14243.483030000,71218,14245.600000000,14381.000000000,137.516970000,135.400000000,COMPLETED,596,49,49,,53,-1,-1
313,156,156,1,2,53,99,14243.483030000,19500.000000000,97500,19516.400000000,19868.200000000,368.200000000,351.800000000,COMPLETED,995,628,700,,99,-1,-1
314,157,157,0,2,149,53,14255.666600000,14255.666600000,71279,14257.800000000,14393.600000000,137.933400000,135.800000000,COMPLETED,643,20,20,,53,-1,-1
315,157,157,1,2,53,42,14255.666600000,21300.000000000,106500,21306.800000000,21571.200000000,271.200000000,264.400000000,COMPLETED,871,315,339,,42,-1,-1
316,158,158,0,2,0,53,14258.178720000,14258.178720000,71291,14260.200000000,14401.800000000,143.621280000,141.600000000,COMPLETED,610,58,58,,53,-1,-1
317,158,158,1,2,53,116,14258.178720000,19500.000000000,97500,19516.800000000,19868.600000000,368.600000000,351.800000000,COMPLETED,974,641,715,,116,-1,-1
318,159,159,0,2,57,53,14252.254490000,14252.254490000,71262,14254.400000000,14485.200000000,232.945510000,230.800000000,COMPLETED,852,182,182,,53,-1,-1
319,159,159,1,2,53,44,14252.254490000,21300.000000000,106500,21307.200000000,21599.600000000,299.600000000,292.400000000,COMPLETED,926,368,394,,44,-1,-1
320,160,160,0,2,57,53,14261.501930000,14261.501930000,71308,14263.600000000,14498.000000000,236.498070000,234.400000000,COMPLETED,855,197,197,,53,-1,-1
321,160,160,1,2,53,64,14261.501930000,25500.000000000,127500,25502.000000000,25781.000000000,281.000000000,279.000000000,COMPLETED,1046,197,197,,64,-1,-1
322,161,161,0,2,92,53,14261.921160000,14261.921160000,71310,14264.000000000,14405.800000000,143.878840000,141.800000000,COMPLETED,655,30,30,,53,-1,-1
323,161,161,1,2,53,46,14261.921160000,25200.000000000,126000,25202.000000000,25370.600000000,170.600000000,168.600000000,COMPLETED,683,88,88,,46,-1,-1
324,162,162,0,2,24,53,14261.948900000,14261.948900000,71310,14264.000000000,14499.800000000,237.851100000,235.800000000,COMPLETED,906,153,153,,53,-1,-1
325,162,162,1,2,53,42,14261.948900000,24900.000000000,124500,24902.400000000,25143.200000000,243.200000000,240.800000000,COMPLETED,867,193,195,,42,-1,-1
326,163,163,0,2,49,53,14267.604490000,14267.604490000,71339,14269.800000000,14513.400000000,245.795510000,243.600000000,COMPLETED,920,178,178,,53,-1,-1
327,163,163,1,2,53,41,14267.604490000,25200.000000000,126000,25202.400000000,25429.200000000,229.200000000,226.800000000,COMPLETED,832,174,176,,41,-1,-1
328,164,164,0,2,26,53,14260.615440000,14260.615440000,71304,14262.800000000,14397.600000000,136.984560000,134.800000000,COMPLETED,596,46,46,,53,-1,-1
329,164,164,1,2,53,42,14260.615440000,23700.000000000,118500,23706.000000000,23968.400000000,268.400000000,262.400000000,COMPLETED,867,301,321,,42,-1,-1
330,165,165,0,2,95,53,14263.972930000,14263.972930000,71320,14266.000000000,14487.600000000,223.627070000,221.600000000,COMPLETED,848,156,156,,53,-1,-1
331,165,165,1,2,53,22,14263.972930000,22500.000000000,112500,22506.000000000,22695.800000000,195.800000000,189.800000000,COMPLETED,702,191,211,,22,-1,-1
332,166,166,0,2,0,53,14266.282170000,14266.282170000,71332,14268.400000000,14410.000000000,143.717830000,141.600000000,COMPLETED,610,58,58,,53,-1,-1
333,166,166,1,2,53,41,14266.282170000,24900.000000000,124500,24902.800000000,25134.800000000,234.800000000,232.000000000,COMPLETED,832,200,204,,41,-1,-1
334,167,167,0,2,57,53,14271.142780000,14271.142780000,71356,14273.200000000,14506.200000000,235.057220000,233.000000000,COMPLETED,858,195,195,,53,-1,-1
335,167,167,1,2,53,69,14271.142780000,24000.000000000,120000,24003.200000000,24305.600000000,305.600000000,302.400000000,COMPLETED,1096,248,254,,69,-1,-1
336,168,168,0,2,95,53,14264.769830000,14264.769830000,71324,14266.800000000,14491.600000000,226.830170000,224.800000000,COMPLETED,851,169,169,,53,-1,-1
337,168,168,1,2,53,47,14264.769830000,24900.000000000,124500,24903.200000000,25082.200000000,182.200000000,179.000000000,COMPLETED,700,131,137,,47,-1,-1
338,169,169,0,2,24,53,14270.948790000,14270.948790000,71355,14273.000000000,14510.200000000,239.251210000,237.200000000,COMPLETED,906,160,160,,53,-1,-1
339,169,169,1,2,53,42,14270.948790000,23700.000000000,118500,23706.400000000,23971.200000000,271.200000000,264.800000000,COMPLETED,867,313,335,,42,-1,-1
340,170,170,0,2,92,53,14266.441480000,14266.441480000,71333,14268.600000000,14411.600000000,145.158520000,143.000000000,COMPLETED,655,36,36,,53,-1,-1
341,170,170,1,2,53,16,14266.441480000,23700.000000000,118500,23706.800000000,23953.800000000,253.800000000,247.000000000,COMPLETED,841,282,306,,16,-1,-1
342,171,171,0,2,149,53,14265.334080000,14265.334080000,71327,14267.400000000,14403.400000000,138.065920000,136.000000000,COMPLETED,643,21,21,,53,-1,-1
343,171,171,1,2,53,67,14265.334080000,25800.000000000,129000,25802.000000000,26101.400000000,301.400000000,299.400000000,COMPLETED,1085,236,236,,67,-1,-1
344,172,172,0,2,26,53,14274.482920000,14274.482920000,71373,14276.600000000,14413.200000000,138.717080000,136.600000000,COMPLETED,596,55,55,,53,-1,-1
345,172,172,1,2,53,118,14274.482920000,20400.000000000,102000,20404.800000000,20693.800000000,293.800000000,289.000000000,COMPLETED,1000,301,315,,118,-1,-1
