binary_sha256,class_sha256,completed_raw_bag_count,completion_rate,cpu_seconds,decision_count_definition,decision_requests,full_population_complete,input_sha256,latency_definition,load_factor,map,map_sha256,method,missed_bag_count,missed_bag_rate,native_terminal_status,network_backlog_area_seconds,on_time_rate,on_time_raw_bag_count,population_latency_max_seconds,population_latency_mean_seconds,population_latency_p95_seconds,population_latency_p99_seconds,raw_bag_count,reproduction_level,scheduled_release_latency_definition,scheduled_release_latency_max_seconds,scheduled_release_latency_mean_seconds,scheduled_release_latency_p95_seconds,scheduled_release_latency_p99_seconds,seed,segment_count,source_backlog_area_seconds,source_sha256,tardiness_max_seconds,tardiness_mean_seconds,tardiness_p95_seconds,tardiness_p99_seconds,tardiness_sum_seconds,time_to_90_percent_seconds,time_to_95_percent_seconds,time_to_99_percent_seconds,total_backlog_area_seconds,wall_seconds,workload_identity_sha256
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,28506,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,5841560,True,d153f42a440db86aea22a1acbfc6b7999eaa2a31b110e325bdd367e93a2b8a9a,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,0,0.0,COMPLETE,5847694.800000256,1.0,28506,367.4,241.467087631,293.6,319.6,28506,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,734.1817499999997,278.9749250351856,430.2538899999945,525.8736665000018,308081,43600,64949151.41305291,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,0.0,0.0,0.0,0.0,0.0,62891.154547,67303.354547,71145.954547,70796846.21305367,51.9718696,1c38e74821ba66e3c3eae3e5c44338387038b3d91425b7e48bcc2aeac3e49844
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,28506.0,1.0,31.484375,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,336500,True,d153f42a440db86aea22a1acbfc6b7999eaa2a31b110e325bdd367e93a2b8a9a,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,5979654.567410083,1.0,28506.0,509.27364999999554,237.0117930330473,337.83758499998567,399.8573029999951,28506,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,584.7736499999955,245.63393398582917,373.2869975000267,452.0084399999871,308081,43600,64157557.83818305,,0.0,0.0,0.0,0.0,0.0,62866.60591700002,67278.13779700002,71118.43991700003,70137212.40559274,34.48323099990375,1c38e74821ba66e3c3eae3e5c44338387038b3d91425b7e48bcc2aeac3e49844
,,28506,1.0,,,,True,7708b1edbf5461bb673b0a65c8a49f59f9b6b9c765b710c65ebf448e1fee7689,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,0,0.0,,5908518.0,1.0,28506,358.0,237.28120395706168,301.0,331.0,28506,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,333667,43601,66853206.62479335,,0.0,0.0,0.0,0.0,0.0,62968.154547,67295.154547,71122.154547,72757442.21305355,387.4369657000061,a6c1d72da21f8d9c5ac09658d778e985d8870c94f3170b336be99eac897cc4c1
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,28506,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,5863271,True,7708b1edbf5461bb673b0a65c8a49f59f9b6b9c765b710c65ebf448e1fee7689,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,0,0.0,COMPLETE,5851732.400000194,1.0,28506,378.2,241.605675998,294.6,322.0,28506,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,735.7817499999983,279.1553572249,430.6033075000023,529.1411530000025,333667,43601,64951989.413052864,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,0.0,0.0,0.0,0.0,0.0,62895.754547000004,67316.354547,71140.55454699999,70803721.81305332,50.8309623,a6c1d72da21f8d9c5ac09658d778e985d8870c94f3170b336be99eac897cc4c1
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,28506.0,1.0,31.34375,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,336480,True,7708b1edbf5461bb673b0a65c8a49f59f9b6b9c765b710c65ebf448e1fee7689,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.0,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,5980874.988850061,1.0,28506.0,513.2834599999951,237.14674355925234,339.0079924999918,398.36049349999286,28506,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,588.7834599999951,245.7691826948729,374.25598250002713,450.8786034999956,333667,43601,64159203.04443297,,0.0,0.0,0.0,0.0,0.0,62870.30993700003,67290.17461700003,71122.43991700003,70140078.03328314,35.383445400046185,a6c1d72da21f8d9c5ac09658d778e985d8870c94f3170b336be99eac897cc4c1
,,49734,0.9993770722395258,,,,False,9f1afa582cf3a9d36db22d00bfce2efdb53fea7d8cf85dc878f36e19b5ed2a88,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,9148,0.18382397267155637,,12692726.0,0.8161760273284436,40617,,,,,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,104729,76108,167398900.86945742,,72159.0,399.2499145986135,3104.5999999999913,3850.3600000000006,19868672.0,64792.154547,67994.154547,71931.154547,180087849.59575698,755.5370448001195,aff6c11dc39d685c34b665105ef6acba7cdcc888b35760dd7ec7c728b3443c68
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,49765,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,91382910,True,9f1afa582cf3a9d36db22d00bfce2efdb53fea7d8cf85dc878f36e19b5ed2a88,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,56,0.0011252888576308573,COMPLETE,15529263.199999487,0.9988747111423691,49709,3232.4,547.693471315,2443.56,2967.672,49765,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3797.6058999999987,610.0769978048025,2578.546535999999,3471.9180368000007,104729,76108,114700844.59575613,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,660.2000000000007,0.28092032552999097,0.0,0.0,13980.0,64364.954547,67903.754547,71731.154547,130230107.79575577,323.3883959,aff6c11dc39d685c34b665105ef6acba7cdcc888b35760dd7ec7c728b3443c68
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,49765.0,1.0,64.28125,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,586212,True,9f1afa582cf3a9d36db22d00bfce2efdb53fea7d8cf85dc878f36e19b5ed2a88,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,12383624.969790258,1.0,49765.0,3275.7604899999933,368.50874821400765,1222.5175159999922,2874.884431599997,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3339.2530099999967,377.8154597582657,1244.2188279999941,2908.6634483999924,104729,76108,112115129.99413556,,0.0,0.0,0.0,0.0,0.0,64339.41335700001,67880.85539700002,71707.55554700001,124498754.9639255,69.90171260014176,aff6c11dc39d685c34b665105ef6acba7cdcc888b35760dd7ec7c728b3443c68
,,49734,0.9993770722395258,,,,False,c7005d73b75ddb84c36d2893b0fa4f597c777225937394beac7cb23910b126fb,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,8987,0.18058876720586758,,12711367.0,0.8194112327941324,40778,,,,,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,130363,76103,166257194.96628726,,73059.0,386.6323520546569,3000.7999999999956,3736.3600000000006,19240759.0,64757.154547,67986.154547,71927.154547,178964801.59575704,529.2339705999475,9e6984f30ff22c565dcf444c960f57cbabb9260d3375e860e8817a22946d8ee4
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,49765,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,92771367,True,c7005d73b75ddb84c36d2893b0fa4f597c777225937394beac7cb23910b126fb,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,60,0.0012056666331758947,COMPLETE,15635515.999999808,0.9987943333668241,49705,3289.6,552.609464483,2461.6,3022.344,49765,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3845.405899999998,615.6582215564353,2601.230311999998,3532.1795776,130363,76103,114724148.195756,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,726.2000000000007,0.2730754546367926,0.0,0.0,13589.599999999984,64358.954547,67893.55454699999,71723.754547,130359664.19575585,315.3840061,9e6984f30ff22c565dcf444c960f57cbabb9260d3375e860e8817a22946d8ee4
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,49765.0,1.0,65.0,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,586240,True,c7005d73b75ddb84c36d2893b0fa4f597c777225937394beac7cb23910b126fb,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,12341279.97879017,1.0,49765.0,3275.7759199999928,368.93786258555406,1233.071481999991,2870.057838399995,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3327.547989999992,378.23942458354463,1261.3188759999912,2905.0795283999933,130363,76103,112105079.73005715,,0.0,0.0,0.0,0.0,0.0,64334.81337700001,67870.75005700003,71699.55554700001,124446359.70884629,77.32509929989465,9e6984f30ff22c565dcf444c960f57cbabb9260d3375e860e8817a22946d8ee4
,,49741,0.9995177333467297,,,,False,183a9329f19c3bd83781d18d42d796ab8771b18f40dd88755c31160a1b5c3d5e,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,9340,0.18768210589771928,,12202296.0,0.8123178941022807,40425,,,,,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,155921,76105,167972837.10532713,,70509.0,399.92368130212,3151.7999999999956,3921.0,19902202.0,64757.154547,67957.154547,71872.154547,180171336.59575704,534.5696918000467,872094bd97d31d752c3c474e1e9eb8e79403d52d4d84e95b8b6921b715fcbb58
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,49765,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,92009722,True,183a9329f19c3bd83781d18d42d796ab8771b18f40dd88755c31160a1b5c3d5e,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,63,0.001265949964834756,COMPLETE,15581990.999999404,0.9987340500351652,49702,3258.0,549.745415453,2453.76,2989.6,49765,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3819.4059000000016,612.5385953130915,2592.8994019999964,3499.2479520000006,155921,76105,114715140.7957559,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,631.0,0.3301275997186777,0.0,0.0,16428.799999999996,64363.754547000004,67897.55454699999,71727.754547,130297131.79575595,352.4310696,872094bd97d31d752c3c474e1e9eb8e79403d52d4d84e95b8b6921b715fcbb58
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,49765.0,1.0,65.65625,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,586253,True,183a9329f19c3bd83781d18d42d796ab8771b18f40dd88755c31160a1b5c3d5e,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,12294713.215429923,1.0,49765.0,3256.858669999994,367.2647540128623,1212.586733999988,2869.2970099999925,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3309.031709999992,376.5697372768028,1236.3832459999894,2907.554594399994,155921,76105,112108952.68813643,,0.0,0.0,0.0,0.0,0.0,64336.73283700002,67875.52208700003,71703.55554700001,124403665.90356629,82.13812759984285,872094bd97d31d752c3c474e1e9eb8e79403d52d4d84e95b8b6921b715fcbb58
,,49729,0.9992766000200944,,,,False,c944f47b7a22b87b4678c3563c33817b8060120c09526e5839a7321e5492f718,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,9456,0.19001306138852603,,13067980.0,0.809986938611474,40309,,,,,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,181081,76109,168258647.37213662,,72309.0,423.274550386818,3176.7999999999956,3920.0,21064258.0,64752.154547,68004.154547,71984.154547,181322750.59575722,531.6317515999544,3d4ed35c50dfd505c4d0a351c776ba011a7442e4492786bc56bbd701d41a325e
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,49765,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,92290904,True,c944f47b7a22b87b4678c3563c33817b8060120c09526e5839a7321e5492f718,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,61,0.0012257610770621818,COMPLETE,15576272.799999265,0.9987742389229378,49704,3270.2,550.632480659,2460.6,3002.872,49765,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3844.4059000000016,613.7138711093339,2602.0980459999973,3516.817246400001,181081,76109,114737562.79575667,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,600.4000000000015,0.30518235707826796,0.0,0.0,15187.400000000005,64363.754547000004,67898.754547,71730.154547,130313835.59575677,427.9930489,3d4ed35c50dfd505c4d0a351c776ba011a7442e4492786bc56bbd701d41a325e
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,49765.0,1.0,69.328125,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,586236,True,c944f47b7a22b87b4678c3563c33817b8060120c09526e5839a7321e5492f718,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,1.0,2.0094443886287117e-05,COMPLETE,12413966.851189917,0.9999799055561137,49764.0,3261.1366799999923,369.06790467095533,1228.5626359999803,2863.152079599993,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3328.6366799999923,378.3758857293297,1253.8815159999854,2897.1622679999937,181081,76109,112117180.70751631,,16.22196999999869,0.0003259714658896552,0.0,0.0,16.22196999999869,64337.72678700001,67877.85539700002,71705.55554700001,124531147.55870767,84.6943256999366,3d4ed35c50dfd505c4d0a351c776ba011a7442e4492786bc56bbd701d41a325e
,,49736,0.9994172611272983,,,,False,b24fd8cd6a1ad5067bd8b0d25958367debbc92e31c32fa6fc15097e4ccd4770f,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,9263,0.18613483371847683,,12547459.0,0.8138651662815232,40502,,,,,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,205759,76110,166934470.22301692,,72159.0,393.03269366020294,3010.0,3772.0,19559272.0,64719.154547,67985.154547,71926.154547,179478048.59575716,641.25715950015,84559f95b2a1cde5d541cfaa3e6bfa2f553606ab3c50a3d7a5373ddd8c6936fc
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,49765,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,92239066,True,b24fd8cd6a1ad5067bd8b0d25958367debbc92e31c32fa6fc15097e4ccd4770f,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,56,0.0011252888576308573,COMPLETE,15575146.999999942,0.9988747111423691,49709,3247.8,550.733133729,2454.76,2990.8,49765,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3820.6058999999987,613.4883109767105,2592.2194999999997,3498.756420399998,205759,76110,114724096.79575694,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,683.2000000000007,0.2719983924444891,0.0,0.0,13536.0,64360.354546999995,67897.55454699999,71726.754547,130299243.79575597,405.7086293,84559f95b2a1cde5d541cfaa3e6bfa2f553606ab3c50a3d7a5373ddd8c6936fc
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,49765.0,1.0,69.734375,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,586286,True,b24fd8cd6a1ad5067bd8b0d25958367debbc92e31c32fa6fc15097e4ccd4770f,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,12436250.863770096,1.0,49765.0,3264.4348399999944,367.65055278509175,1188.4191379999907,2863.328186799993,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3331.9348399999944,376.95868680940606,1216.721085999983,2899.2507959999944,205759,76110,112119990.74377568,,0.0,0.0,0.0,0.0,0.0,64332.72678700001,67876.75005700003,71702.55554700001,124556241.6075464,93.90619020001031,84559f95b2a1cde5d541cfaa3e6bfa2f553606ab3c50a3d7a5373ddd8c6936fc
,,49723,0.9991560333567768,,,,False,ce421efa28fb10b78ec59745c4856701f01aff296d90d559d0bbcef2f6fc8d1c,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,9363,0.18814427810710344,,13475875.0,0.8118557218928966,40402,,,,,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,232003,76108,167689909.52686742,,72159.0,424.80012056666334,3158.0,3898.3600000000006,21140178.0,64766.154547,68006.154547,71986.154547,181162011.5957571,587.0193347998429,2ac2f7b9b5e0c664e7d95ed1fcdc552fa3ff815050e51effa7eea8727a33ed05
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,49765,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,91808680,True,ce421efa28fb10b78ec59745c4856701f01aff296d90d559d0bbcef2f6fc8d1c,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,51,0.0010248166381995327,COMPLETE,15540901.599999974,0.9989751833618005,49714,3287.2,548.564746308,2447.04,3004.272,49765,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3839.205900000001,611.7422766152115,2585.818731999998,3513.0632171999996,232003,76108,114740812.79575607,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,717.7999999999993,0.23923239224354462,0.0,0.0,11905.399999999998,64360.354546999995,67889.754547,71723.754547,130281714.3957554,340.9997869,2ac2f7b9b5e0c664e7d95ed1fcdc552fa3ff815050e51effa7eea8727a33ed05
b00fd178dca5b3f201d50ddfc6446959272baa4cc45b4ee01a2f08e0c85a91f5,,49765.0,1.0,69.1875,NATIVE_RUNTIME_DECISION_COUNT_JUNCTION_ARRIVALS_NOT_DH_TICK_REQUESTS,586305,True,ce421efa28fb10b78ec59745c4856701f01aff296d90d559d0bbcef2f6fc8d1c,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,G31_S4_NATIVE_SYSTEM,0.0,0.0,COMPLETE,12297901.6882,1.0,49765.0,3209.186909999993,365.0274081545282,1177.8292399999882,2815.021059199991,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3276.686909999993,374.33399410851194,1203.4345339999866,2848.1455503999946,232003,76108,112115576.68390603,,0.0,0.0,0.0,0.0,0.0,64333.41335700001,67868.85539700002,71699.55554700001,124413478.37210552,89.70072940015234,2ac2f7b9b5e0c664e7d95ed1fcdc552fa3ff815050e51effa7eea8727a33ed05
,,49729,0.9992766000200944,,,,False,7d39f96d19c5bddac78d37c5d19f97a03ddde7b850eca429a1ea486159eede43,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_NATIVE_HCA,9414,0.18916909474530297,,13057282.0,0.810830905254697,40351,,,,,49765,,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,,,,,257053,76112,168298889.6622165,,72309.0,420.45132120968555,3173.7999999999956,3909.0,20923760.0,64798.154547,68009.154547,71983.154547,181352358.59575722,509.59521250007674,f003629da040385e27f611955989aa8c3dbc2266ed0a30dde3823975171d3706
,d611967f0433dfc08f67d92c89e9b13dcb5b8ac5ace3d3abec9c098dba360286,49765,1.0,,LOGICAL_ROUTE_REQUESTS_INCLUDING_EACH_TICK_HOLD_RETRY_NOT_ACTUAL_SCORE_COMPUTATIONS,91699134,True,7d39f96d19c5bddac78d37c5d19f97a03ddde7b850eca429a1ea486159eede43,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_ADMISSION,1.75,map2,55f578cb4b8fcc61f5b13963fcb8546aca91e517ea6f8ff4a7361670f1b03f8f,FENG_PAPER_ENV_CIE_DH_RECONSTRUCTION,49,0.0009846277504269585,COMPLETE,15537085.199999958,0.999015372249573,49716,3254.4,548.414267055,2448.28,2994.272,49765,SEMANTICALLY_PARTIAL_RECONSTRUCTION,SUM_PER_BAG_SEGMENT_COMPLETION_MINUS_SCHEDULED_RELEASE_NOT_HISTORICAL_SHARED_D,3829.0059,611.3531718226866,2584.521119999999,3503.962071599998,257053,76112,114737464.19575645,99bf695a787accce5780996d06bbc8eb816992169ef8b731e8116a49c10f14d8,705.2000000000007,0.24812619310760597,0.0,0.0,12348.000000000011,64367.55454699999,67903.954547,71731.754547,130274549.39575626,348.4565865,f003629da040385e27f611955989aa8c3dbc2266ed0a30dde3823975171d3706
