evidence_group,source_table,source_scope,case,policy_or_baseline,engine,max_tasks,fault_edges,fault_windows,node_capacities,merge_groups,merge_capacity,merge_headway_seconds,planned_count,unplanned_count,post_shield_conflicts,mean_travel_time,p95_travel_time,decision_count,elapsed_seconds,elapsed_ci95_seconds,repeat_count,hardware,decisions_per_second,cpp_decision_speedup,python_planned,cpp_planned,python_decisions,cpp_decisions,python_conflicts,cpp_conflicts,summary_parity_pass,trace_parity_pass,strict_parity_pass,parity_rows,pass_rows,safety_pass,notes
synthetic_matched_baseline_comparison,outputs/tables/phase9_synthetic_matched_baseline_comparison.csv,fixed-seed synthetic ICS-like Phase8 manifest rows; heldout-like but not a real airport map,synthetic_seed31_merge_buffer,rolling_horizon_sipp,python_cpp,26,none,"4->8@[2.000,13.000)",8:2;9:2,4->7:7;4->8:7;5->8:8;6->8:8,1,0.0,26,0,0,11.507213,,26,0.009866,,,,,0.472314,26,26,26,26,0,0,True,,True,,,True,fixed-seed synthetic heldout-like map; not a separate real airport map
synthetic_matched_baseline_comparison,outputs/tables/phase9_synthetic_matched_baseline_comparison.csv,fixed-seed synthetic ICS-like Phase8 manifest rows; heldout-like but not a real airport map,synthetic_seed31_merge_buffer,periodic_replanning_sipp,python_cpp,26,none,"4->8@[2.000,13.000)",8:2;9:2,4->7:7;4->8:7;5->8:8;6->8:8,1,0.0,26,0,0,15.151821,,81,0.019967,,,,,0.503433,26,26,81,81,0,0,True,,True,,,True,fixed-seed synthetic heldout-like map; not a separate real airport map
synthetic_matched_baseline_comparison,outputs/tables/phase9_synthetic_matched_baseline_comparison.csv,fixed-seed synthetic ICS-like Phase8 manifest rows; heldout-like but not a real airport map,synthetic_seed31_merge_buffer,pibt_active_bag_replay,python_cpp,26,none,"4->8@[2.000,13.000)",8:2;9:2,4->7:7;4->8:7;5->8:8;6->8:8,1,0.0,26,0,0,25.159937,,123,0.015348,,,,,0.586935,26,26,123,123,0,0,True,,True,,,True,fixed-seed synthetic heldout-like map; not a separate real airport map
synthetic_matched_baseline_comparison,outputs/tables/phase9_synthetic_matched_baseline_comparison.csv,fixed-seed synthetic ICS-like Phase8 manifest rows; heldout-like but not a real airport map,synthetic_seed31_merge_buffer,edge_score_event,python_cpp,26,none,"4->8@[2.000,13.000)",8:2;9:2,4->7:7;4->8:7;5->8:8;6->8:8,1,0.0,22,4,0,11.881102,,109,0.014378,,,,,1.826956,22,22,109,109,0,0,True,,True,,,True,fixed-seed synthetic heldout-like map; not a separate real airport map
synthetic_matched_baseline_comparison,outputs/tables/phase9_synthetic_matched_baseline_comparison.csv,fixed-seed synthetic ICS-like Phase8 manifest rows; heldout-like but not a real airport map,synthetic_seed31_merge_buffer,fallback_event,python_cpp,26,none,"4->8@[2.000,13.000)",8:2;9:2,4->7:7;4->8:7;5->8:8;6->8:8,1,0.0,22,4,0,11.881102,,109,0.010601,,,,,0.863828,22,22,109,109,0,0,True,,True,,,True,fixed-seed synthetic heldout-like map; not a separate real airport map
dense_pibt_stress_sweep,outputs/tables/phase9_dense_pibt_stress_sweep.csv,fixed random dense synthetic active-bag PIBT stress seeds,dense_pibt_seed101_low_spacing,pibt_active_bag_replay,python_cpp,30,none,none,none,none,1,0.0,30,0,0,43.397259,,191,0.031196,,,,,1.679895,30,30,191,191,0,0,True,,True,,,True,"Additional dense PIBT active-bag stress row; synthetic, not a separate real heldout map."
dense_pibt_stress_sweep,outputs/tables/phase9_dense_pibt_stress_sweep.csv,fixed random dense synthetic active-bag PIBT stress seeds,dense_pibt_seed103_low_spacing,pibt_active_bag_replay,python_cpp,32,none,none,none,none,1,0.0,32,0,0,38.727908,,173,0.019804,,,,,0.622856,32,32,173,173,0,0,True,,True,,,True,"Additional dense PIBT active-bag stress row; synthetic, not a separate real heldout map."
dense_pibt_stress_sweep,outputs/tables/phase9_dense_pibt_stress_sweep.csv,fixed random dense synthetic active-bag PIBT stress seeds,dense_pibt_seed107_static,pibt_active_bag_replay,python_cpp,32,4->7,none,none,none,1,0.0,32,0,0,59.153926,,238,0.025260,,,,,0.572558,32,32,238,238,0,0,True,,True,,,True,"Additional dense PIBT active-bag stress row; synthetic, not a separate real heldout map."
dense_pibt_stress_sweep,outputs/tables/phase9_dense_pibt_stress_sweep.csv,fixed random dense synthetic active-bag PIBT stress seeds,dense_pibt_seed109_static,pibt_active_bag_replay,python_cpp,34,5->8,none,none,none,1,0.0,34,0,0,63.090176,,359,0.039536,,,,,0.550459,34,34,359,359,0,0,True,,True,,,True,"Additional dense PIBT active-bag stress row; synthetic, not a separate real heldout map."
dense_pibt_stress_sweep,outputs/tables/phase9_dense_pibt_stress_sweep.csv,fixed random dense synthetic active-bag PIBT stress seeds,dense_pibt_seed113_repair,pibt_active_bag_replay,python_cpp,34,none,"4->8@[2.000,13.000)",none,none,1,0.0,34,0,0,53.079149,,244,0.026464,,,,,0.535565,34,34,244,244,0,0,True,,True,,,True,"Additional dense PIBT active-bag stress row; synthetic, not a separate real heldout map."
dense_pibt_stress_sweep,outputs/tables/phase9_dense_pibt_stress_sweep.csv,fixed random dense synthetic active-bag PIBT stress seeds,dense_pibt_seed127_multi_repair,pibt_active_bag_replay,python_cpp,36,none,"4->8@[3.000,10.000);8->9@[9.000,20.000)",none,none,1,0.0,36,0,0,76.470756,,403,0.043162,,,,,0.563414,36,36,403,403,0,0,True,,True,,,True,"Additional dense PIBT active-bag stress row; synthetic, not a separate real heldout map."
dense_pibt_stress_sweep,outputs/tables/phase9_dense_pibt_stress_sweep.csv,fixed random dense synthetic active-bag PIBT stress seeds,dense_pibt_seed131_merge_buffer,pibt_active_bag_replay,python_cpp,36,none,"4->8@[2.000,13.000)",8:2;9:2,4->7:7;4->8:7;5->8:8;6->8:8,1,0.0,36,0,0,58.753272,,323,0.038995,,,,,0.622344,36,36,323,323,0,0,True,,True,,,True,"Additional dense PIBT active-bag stress row; synthetic, not a separate real heldout map."
dense_pibt_stress_sweep,outputs/tables/phase9_dense_pibt_stress_sweep.csv,fixed random dense synthetic active-bag PIBT stress seeds,dense_pibt_seed137_merge_buffer,pibt_active_bag_replay,python_cpp,38,none,"5->8@[3.000,16.000)",8:2;9:2,4->7:7;4->8:7;5->8:8;6->8:8,1,0.0,38,0,0,75.967179,,433,0.048416,,,,,0.567351,38,38,433,433,0,0,True,,True,,,True,"Additional dense PIBT active-bag stress row; synthetic, not a separate real heldout map."
dense_pibt_stress_sweep,outputs/tables/phase9_dense_pibt_stress_sweep.csv,fixed random dense synthetic active-bag PIBT stress seeds,dense_pibt_seed139_static_repair,pibt_active_bag_replay,python_cpp,34,4->7,"5->8@[0.000,14.000)",none,none,1,0.0,34,0,0,72.621612,,364,0.039286,,,,,0.522651,34,34,364,364,0,0,True,,True,,,True,"Additional dense PIBT active-bag stress row; synthetic, not a separate real heldout map."
dense_pibt_stress_sweep,outputs/tables/phase9_dense_pibt_stress_sweep.csv,fixed random dense synthetic active-bag PIBT stress seeds,dense_pibt_seed149_repeated_repair,pibt_active_bag_replay,python_cpp,36,none,"4->8@[3.000,8.000);4->8@[14.000,21.000);8->9@[9.000,15.000)",none,none,1,0.0,36,0,0,89.062359,,517,0.057599,,,,,0.586604,36,36,517,517,0,0,True,,True,,,True,"Additional dense PIBT active-bag stress row; synthetic, not a separate real heldout map."
dense_pibt_stress_sweep,outputs/tables/phase9_dense_pibt_stress_sweep.csv,fixed random dense synthetic active-bag PIBT stress seeds,dense_pibt_seed151_overload,pibt_active_bag_replay,python_cpp,40,none,none,none,none,1,0.0,40,0,0,80.112544,,365,0.038978,,,,,0.596818,40,40,365,365,0,0,True,,True,,,True,"Additional dense PIBT active-bag stress row; synthetic, not a separate real heldout map."
dense_pibt_stress_sweep,outputs/tables/phase9_dense_pibt_stress_sweep.csv,fixed random dense synthetic active-bag PIBT stress seeds,dense_pibt_seed157_overload_merge,pibt_active_bag_replay,python_cpp,40,none,"4->8@[2.000,13.000)",8:2;9:2,4->7:7;4->8:7;5->8:8;6->8:8,1,0.0,40,0,0,59.794847,,435,0.049490,,,,,0.580988,40,40,435,435,0,0,True,,True,,,True,"Additional dense PIBT active-bag stress row; synthetic, not a separate real heldout map."
native_event_parity,outputs/tables/phase8_legacy_event_parity.csv,real legacy map2/inputdata event-scheduler parity,legacy_first16,edge_score_event,python_cpp_event,16,none,none,none,none,1,0.0,16,0,0,,,173,,,,,,,16,16,173,173,0,0,True,True,True,,,True,Trace-level Python/C++ event replay parity on real legacy task windows.
native_event_parity,outputs/tables/phase8_legacy_event_parity.csv,real legacy map2/inputdata event-scheduler parity,legacy_first16,fallback_event,python_cpp_event,16,none,none,none,none,1,0.0,15,1,0,,,168,,,,,,,15,15,168,168,0,0,True,True,True,,,True,Trace-level Python/C++ event replay parity on real legacy task windows.
native_event_parity,outputs/tables/phase8_legacy_event_parity.csv,real legacy map2/inputdata event-scheduler parity,legacy_offset32_static_fault,edge_score_event,python_cpp_event,16,16->17,none,none,none,1,0.0,12,4,0,,,205,,,,,,,12,12,205,205,0,0,True,True,True,,,True,Trace-level Python/C++ event replay parity on real legacy task windows.
native_event_parity,outputs/tables/phase8_legacy_event_parity.csv,real legacy map2/inputdata event-scheduler parity,legacy_offset32_static_fault,fallback_event,python_cpp_event,16,16->17,none,none,none,1,0.0,12,4,0,,,193,,,,,,,12,12,193,193,0,0,True,True,True,,,True,Trace-level Python/C++ event replay parity on real legacy task windows.
native_event_parity,outputs/tables/phase8_legacy_event_parity.csv,real legacy map2/inputdata event-scheduler parity,legacy_offset64_repair_window,edge_score_event,python_cpp_event,16,none,"28->47@[0.000,12000.000)",none,none,1,0.0,9,7,0,,,150,,,,,,,9,9,150,150,0,0,True,True,True,,,True,Trace-level Python/C++ event replay parity on real legacy task windows.
native_event_parity,outputs/tables/phase8_legacy_event_parity.csv,real legacy map2/inputdata event-scheduler parity,legacy_offset64_repair_window,fallback_event,python_cpp_event,16,none,"28->47@[0.000,12000.000)",none,none,1,0.0,8,8,0,,,157,,,,,,,8,8,157,157,0,0,True,True,True,,,True,Trace-level Python/C++ event replay parity on real legacy task windows.
native_event_runtime,outputs/tables/phase9_event_runtime_scaling.csv,repeated local timing on real legacy map2/inputdata windows,legacy_first16,edge_score_event,python_cpp_event,16,none,none,none,none,1,0.0,16,0,0,,,173,0.039193,,,,4414.06,2.366056,16,16,173,173,0,0,True,,True,,,True,Repeated 5x timing row with local environment metadata.
native_event_runtime,outputs/tables/phase9_event_runtime_scaling.csv,repeated local timing on real legacy map2/inputdata windows,legacy_first16,fallback_event,python_cpp_event,16,none,none,none,none,1,0.0,15,1,0,,,168,0.035081,,,,4788.91,1.184355,15,15,168,168,0,0,True,,True,,,True,Repeated 5x timing row with local environment metadata.
native_event_runtime,outputs/tables/phase9_event_runtime_scaling.csv,repeated local timing on real legacy map2/inputdata windows,legacy_first32,edge_score_event,python_cpp_event,32,none,none,none,none,1,0.0,24,8,0,,,330,0.073843,,,,4468.93,2.496110,24,24,330,330,0,0,True,,True,,,True,Repeated 5x timing row with local environment metadata.
native_event_runtime,outputs/tables/phase9_event_runtime_scaling.csv,repeated local timing on real legacy map2/inputdata windows,legacy_first32,fallback_event,python_cpp_event,32,none,none,none,none,1,0.0,25,7,0,,,346,0.065392,,,,5291.13,1.126638,25,25,346,346,0,0,True,,True,,,True,Repeated 5x timing row with local environment metadata.
native_event_runtime,outputs/tables/phase9_event_runtime_scaling.csv,repeated local timing on real legacy map2/inputdata windows,legacy_first64,edge_score_event,python_cpp_event,64,none,none,none,none,1,0.0,41,23,0,,,695,0.146148,,,,4755.45,2.680652,41,41,695,695,0,0,True,,True,,,True,Repeated 5x timing row with local environment metadata.
native_event_runtime,outputs/tables/phase9_event_runtime_scaling.csv,repeated local timing on real legacy map2/inputdata windows,legacy_first64,fallback_event,python_cpp_event,64,none,none,none,none,1,0.0,43,21,0,,,721,0.128189,,,,5624.49,1.280642,43,43,721,721,0,0,True,,True,,,True,Repeated 5x timing row with local environment metadata.
native_event_runtime,outputs/tables/phase9_event_runtime_scaling.csv,repeated local timing on real legacy map2/inputdata windows,legacy_offset64_repair32,edge_score_event,python_cpp_event,32,none,"28->47@[0.000,12000.000)",none,none,1,0.0,15,17,0,,,323,0.060607,,,,5329.46,2.849495,15,15,323,323,0,0,True,,True,,,True,Repeated 5x timing row with local environment metadata.
native_event_runtime,outputs/tables/phase9_event_runtime_scaling.csv,repeated local timing on real legacy map2/inputdata windows,legacy_offset64_repair32,fallback_event,python_cpp_event,32,none,"28->47@[0.000,12000.000)",none,none,1,0.0,13,19,0,,,321,0.055447,,,,5789.31,1.214987,13,13,321,321,0,0,True,,True,,,True,Repeated 5x timing row with local environment metadata.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first16,rolling_horizon_sipp,python_cpp,16,none,none,none,none,1,0.0,16,0,0,52.740501,,16,0.020762,0.000635,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",770.65,0.958001,16,16,16,16,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first16,periodic_replanning_sipp,python_cpp,16,none,none,none,none,1,0.0,16,0,0,77.869194,,120,0.123673,0.002347,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",970.30,0.381806,16,16,120,120,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first16,pibt_active_bag_replay,python_cpp,16,none,none,none,none,1,0.0,0,16,0,0.000000,,19149,5.473058,0.356821,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",3498.78,0.989300,0,0,19149,19149,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first16,edge_score_event,python_cpp,16,none,none,none,none,1,0.0,16,0,0,57.012500,,173,0.046289,0.010349,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",3737.41,2.678646,16,16,173,173,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first16,fallback_event,python_cpp,16,none,none,none,none,1,0.0,15,1,0,57.693333,,168,0.037728,0.008442,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",4452.89,1.216439,15,15,168,168,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first16_buffer2,rolling_horizon_sipp,python_cpp,16,none,none,28:2;47:2,none,1,0.0,16,0,0,52.740501,,16,0.023807,0.003231,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",672.08,0.463894,16,16,16,16,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first16_buffer2,periodic_replanning_sipp,python_cpp,16,none,none,28:2;47:2,none,1,0.0,16,0,0,77.869194,,120,0.153118,0.009644,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",783.71,0.396897,16,16,120,120,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first16_buffer2,pibt_active_bag_replay,python_cpp,16,none,none,28:2;47:2,none,1,0.0,0,16,0,0.000000,,19149,5.481962,0.137094,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",3493.09,0.983451,0,0,19149,19149,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first16_buffer2,edge_score_event,python_cpp,16,none,none,28:2;47:2,none,1,0.0,16,0,0,57.012500,,173,0.046354,0.005939,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",3732.18,2.571506,16,16,173,173,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first16_buffer2,fallback_event,python_cpp,16,none,none,28:2;47:2,none,1,0.0,15,1,0,57.693333,,168,0.043014,0.006198,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",3905.68,1.039700,15,15,168,168,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first32,rolling_horizon_sipp,python_cpp,32,none,none,none,none,1,0.0,32,0,0,63.670163,,32,0.057958,0.010656,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",552.12,0.400752,32,32,32,32,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first32,periodic_replanning_sipp,python_cpp,32,none,none,none,none,1,0.0,32,0,0,88.703996,,248,0.373462,0.041650,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",664.06,0.370006,32,32,248,248,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first32,pibt_active_bag_replay,python_cpp,32,none,none,none,none,1,0.0,10,22,0,1217.048248,,29055,9.304883,0.274150,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",3122.55,1.017782,10,10,29055,29055,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first32,edge_score_event,python_cpp,32,none,none,none,none,1,0.0,24,8,0,58.141667,,330,0.090031,0.021339,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",3665.40,2.663006,24,24,330,330,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_first32,fallback_event,python_cpp,32,none,none,none,none,1,0.0,25,7,0,59.768000,,346,0.072585,0.016259,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",4766.84,1.370598,25,25,346,346,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset32_static16,rolling_horizon_sipp,python_cpp,16,16->17,none,none,none,1,0.0,16,0,0,73.448853,,16,0.034048,0.002611,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",469.93,0.279094,16,16,16,16,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset32_static16,periodic_replanning_sipp,python_cpp,16,16->17,none,none,none,1,0.0,16,0,0,100.761725,,129,0.204520,0.022839,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",630.74,0.292971,16,16,129,129,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset32_static16,pibt_active_bag_replay,python_cpp,16,16->17,none,none,none,1,0.0,1,15,0,111.962000,,20706,6.584405,0.077422,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",3144.70,1.005857,1,1,20706,20706,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset32_static16,edge_score_event,python_cpp,16,16->17,none,none,none,1,0.0,12,4,0,63.966667,,205,0.043164,0.006948,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",4749.30,3.368758,12,12,205,205,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset32_static16,fallback_event,python_cpp,16,16->17,none,none,none,1,0.0,12,4,0,63.000000,,193,0.047887,0.012981,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",4030.32,1.089840,12,12,193,193,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_repair32,rolling_horizon_sipp,python_cpp,32,none,"28->47@[0.000,12000.000)",none,none,1,0.0,32,0,0,93.624359,,32,0.074276,0.015058,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",430.83,0.366999,32,32,32,32,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_repair32,periodic_replanning_sipp,python_cpp,32,none,"28->47@[0.000,12000.000)",none,none,1,0.0,32,0,0,132.565807,,265,0.467732,0.024789,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",566.56,0.307363,32,32,265,265,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_repair32,pibt_active_bag_replay,python_cpp,32,none,"28->47@[0.000,12000.000)",none,none,1,0.0,14,18,0,723.596119,,27600,8.864358,0.669878,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",3113.59,1.001900,14,14,27600,27600,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_repair32,edge_score_event,python_cpp,32,none,"28->47@[0.000,12000.000)",none,none,1,0.0,15,17,0,64.800000,,323,0.066690,0.008639,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",4843.27,3.195143,15,15,323,323,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_repair32,fallback_event,python_cpp,32,none,"28->47@[0.000,12000.000)",none,none,1,0.0,13,19,0,61.769231,,321,0.070375,0.022678,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",4561.27,1.286551,13,13,321,321,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_merge32,rolling_horizon_sipp,python_cpp,32,none,none,none,13->23:9;18->22:9,1,0.0,32,0,0,96.426408,,32,0.097435,0.017881,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",328.43,0.344351,32,32,32,32,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_merge32,periodic_replanning_sipp,python_cpp,32,none,none,none,13->23:9;18->22:9,1,0.0,32,0,0,127.565807,,260,0.533252,0.108590,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",487.57,0.348144,32,32,260,260,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_merge32,pibt_active_bag_replay,python_cpp,32,none,none,none,13->23:9;18->22:9,1,0.0,14,18,0,723.596119,,27600,8.687420,0.235647,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",3177.01,1.022966,14,14,27600,27600,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
matched_baseline_runtime,outputs/tables/phase9_matched_runtime_scaling.csv,repeated local timing for every Phase9 matched baseline family row,legacy_offset64_merge32,edge_score_event,python_cpp,32,none,none,none,13->23:9;18->22:9,1,0.0,14,18,0,65.457143,,332,0.068428,0.010076,3,"Windows-10-10.0.26200-SP0; machine=AMD64; cpu_count=22; processor=Intel64 Family 6 Model 170 Stepping 4, GenuineIntel",4851.80,3.227028,14,14,332,332,0,0,True,,True,,,True,Repeated 3x matched timing row with local hardware metadata and 95% CI.
