start,goal
52,48
2,47
52,49
53,49
4,48
4,49
4,47
52,48
0,47
52,50
53,47
52,50
5,49
5,49
1,49
53,47
52,50
0,47
52,50
53,47
52,48
5,47
52,48
2,47
52,49
53,47
52,49
3,48
53,47
52,48
1,47
52,50
53,47
52,50
4,47
52,48
53,47
52,48
2,47
52,50
0,47
52,50
53,47
52,50
3,47
52,49
0,47
52,50
3,47
52,48
5,47
52,49
53,47
52,48
4,47
52,49
53,47
52,48
4,47
52,48
1,50
3,47
52,49
5,47
52,49
1,47
52,50
4,49
2,47
52,50
53,47
52,48
3,47
52,49
0,47
52,50
5,47
52,48
2,47
52,50
1,47
52,49
1,47
52,50
0,47
52,50
2,47
52,50
53,49
3,47
52,48
1,47
52,50
5,47
52,49
0,47
52,50
4,47
52,48
2,47
52,50
5,47
52,48
4,47
52,49
1,47
52,50
3,47
52,48
2,47
52,49
0,47
52,50
1,47
52,50
5,47
52,49
3,47
52,48
3,49
2,47
52,50
4,47
52,48
0,49
0,47
52,50
5,47
52,48
4,47
52,49
3,47
52,48
1,47
52,50
2,47
52,50
1,47
52,49
53,47
52,48
4,47
52,48
2,47
52,50
2,50
0,47
52,50
5,47
52,49
5,47
52,48
1,47
52,50
0,49
4,47
52,48
3,49
2,47
52,50
3,47
52,48
1,49
2,49
0,50
0,47
52,50
4,47
52,48
1,47
52,50
1,47
52,50
5,49
53,47
52,48
4,49
5,47
52,48
53,47
52,50
2,47
52,50
3,49
5,49
53,47
52,50
3,47
52,48
2,47
52,50
0,47
52,50
4,49
4,47
52,48
0,47
52,50
5,47
52,48
1,47
52,50
5,49
2,47
52,50
3,47
52,48
0,47
52,50
1,47
52,50
4,47
52,48
3,49
2,47
52,50
1,47
52,50
4,49
0,47
52,50
1,47
52,50
3,47
52,48
5,47
52,49
4,47
52,48
3,47
52,49
2,47
52,50
2,47
52,50
0,47
52,50
4,49
0,47
52,50
0,47
52,50
5,47
52,48
1,50
1,47
52,50
1,47
52,50
5,47
52,48
5,47
52,49
2,47
52,50
3,47
52,48
0,47
52,50
4,47
52,48
3,47
52,49
3,47
52,49
5,47
52,48
3,47
52,48
4,47
52,48
4,47
52,49
4,47
52,49
5,47
52,48
5,47
52,49
3,47
52,48
2,50
1,47
52,50
3,47
52,49
4,47
52,48
2,47
52,50
0,47
52,50
5,47
52,49
53,47
52,50
4,47
52,49
1,50
0,47
52,50
5,48
1,47
52,50
2,50
3,48
2,47
52,50
3,49
0,47
52,50
4,47
52,48
0,47
52,50
1,47
52,50
2,47
52,50
5,47
52,49
3,47
52,49
0,50
4,47
52,49
53,47
52,48
2,47
52,50
5,47
52,49
1,50
2,47
52,50
5,48
1,47
52,50
3,47
52,48
0,50
53,47
52,48
0,47
52,50
4,48
1,50
3,47
52,49
5,48
2,47
52,50
3,48
4,47
52,48
4,47
52,48
0,47
52,50
5,47
52,48
4,49
3,48
1,47
52,50
5,49
4,48
2,50
5,49
0,50
5,48
1,47
52,50
3,47
52,49
1,47
52,50
3,47
52,48
4,47
52,49
2,47
52,50
4,47
52,48
0,47
52,50
5,47
52,49
3,47
52,49
3,47
52,49
1,47
52,50
2,50
4,47
52,49
5,47
52,48
2,50
2,50
0,47
52,50
3,47
52,48
0,50
5,49
4,47
52,48
1,50
5,47
52,48
2,50
3,47
52,48
4,47
52,48
4,47
52,48
3,47
52,49
5,48
4,47
52,49
3,47
52,48
5,47
52,49
4,47
52,48
0,50
3,47
52,49
1,50
5,47
52,48
2,50
4,47
52,49
3,47
52,48
0,50
4,47
52,48
5,49
3,49
4,49
5,49
0,47
52,50
5,48
1,47
52,50
1,47
52,50
2,50
0,50
3,49
3,48
1,50
2,50
2,47
52,50
4,48
0,50
4,49
5,47
52,48
5,48
3,48
5,49
3,49
1,47
52,50
2,47
52,50
4,48
5,47
52,48
4,49
0,47
52,50
3,48
1,47
52,50
4,48
2,50
5,49
0,47
52,50
53,47
52,50
1,47
52,50
53,47
52,50
2,50
5,47
52,48
53,47
52,50
3,47
52,49
0,50
0,50
53,47
52,50
3,47
52,48
1,50
53,47
52,50
1,47
52,50
2,50
4,49
53,47
52,50
4,47
52,48
0,50
53,47
52,49
5,49
5,48
3,47
52,49
1,47
52,50
53,47
52,49
3,47
52,48
53,47
52,49
4,47
52,48
2,50
5,47
52,48
53,47
52,48
0,47
52,50
53,47
52,49
4,49
53,47
52,49
53,47
52,49
53,47
52,48
53,47
52,48
1,50
3,47
52,49
3,47
52,48
53,47
52,48
5,47
52,49
53,47
52,49
2,50
53,47
52,49
0,50
53,47
52,50
53,47
52,49
53,47
52,50
53,47
52,49
1,47
52,50
2,50
53,47
52,48
53,47
52,48
2,50
4,47
52,48
0,50
53,47
52,50
0,50
1,47
52,50
53,47
52,50
2,47
52,50
53,47
52,48
53,47
52,50
53,47
52,48
53,47
52,49
53,47
52,49
53,47
52,50
0,50
53,47
52,50
1,50
53,47
52,48
53,47
52,48
1,50
2,50
5,48
53,47
52,48
0,50
1,50
2,47
52,50
0,47
52,50
1,50
2,47
52,50
2,50
3,49
0,50
3,48
53,47
52,50
1,50
53,47
52,49
2,50
53,47
52,49
0,50
1,50
2,50
0,50
4,48
53,47
52,48
1,50
2,50
0,50
0,50
1,50
2,47
52,50
5,47
52,48
4,49
0,50
53,47
52,49
1,50
53,47
52,49
2,50
53,47
52,50
53,47
52,50
53,50
53,47
52,49
0,47
52,50
1,50
53,50
2,50
53,47
52,50
53,47
52,48
53,47
52,50
0,47
52,50
53,47
52,50
1,47
52,50
2,50
0,50
53,47
52,49
1,49
2,49
1,50
0,49
1,49
2,47
52,49
53,47
52,50
4,47
52,48
5,49
0,47
52,49
5,47
52,48
3,47
52,48
3,49
53,47
52,50
3,47
52,48
4,47
52,49
53,47
52,48
1,47
52,49
4,48
5,49
53,47
52,48
5,48
3,49
2,50
53,50
3,47
52,49
2,50
4,49
53,48
0,47
52,49
53,50
4,47
52,49
0,50
4,47
52,48
5,49
53,47
52,49
5,49
5,47
52,48
3,49
3,47
52,49
3,47
52,48
1,50
53,47
52,48
53,47
52,50
4,47
52,48
2,50
4,49
1,50
53,48
0,50
5,47
52,48
5,49
53,47
52,48
53,47
52,50
1,50
4,47
52,49
3,47
52,48
2,50
4,47
52,48
2,50
0,47
52,50
5,47
52,49
0,50
5,47
52,48
1,50
3,47
52,48
1,50
1,49
2,50
2,50
2,50
0,50
4,47
52,48
1,50
0,47
52,50
1,47
52,50
0,47
52,49
2,50
1,47
52,49
3,47
52,49
53,47
52,50
0,50
53,47
52,48
5,48
2,49
1,50
3,47
52,48
4,48
2,50
4,47
52,49
0,49
5,48
3,48
5,47
52,49
1,50
2,50
4,47
52,48
3,47
52,48
3,47
52,49
2,49
0,50
4,47
52,49
5,47
52,49
4,47
52,48
5,47
52,49
1,50
0,49
3,47
52,49
1,50
2,47
52,50
4,49
5,48
3,47
52,49
53,47
52,48
0,47
52,50
3,47
52,48
0,50
53,47
52,48
1,47
52,50
4,47
52,48
2,47
52,50
1,50
0,50
5,47
52,49
5,47
52,48
4,47
52,49
2,50
2,50
1,50
0,50
2,47
52,50
3,47
52,48
0,47
52,50
3,47
52,49
1,47
52,50
1,47
52,50
4,48
4,47
52,48
2,47
52,50
53,47
52,50
2,47
52,50
5,47
52,48
0,47
52,50
5,48
5,47
52,49
1,47
52,50
3,48
3,47
52,49
2,47
52,50
0,50
3,48
4,47
52,49
0,50
4,47
52,48
5,47
52,49
0,47
52,50
5,47
52,48
3,47
52,49
1,47
52,50
3,47
52,49
4,47
52,49
2,50
4,49
0,50
1,50
5,48
4,48
5,47
52,49
5,48
1,50
2,50
3,47
52,49
0,50
3,48
1,47
52,50
1,50
4,48
4,47
52,49
2,47
52,50
2,50
5,48
0,50
0,50
3,48
1,50
4,48
2,50
5,48
1,50
0,50
3,48
3,47
52,49
2,47
52,50
4,47
52,48
0,50
1,50
4,47
52,48
1,50
5,47
52,48
5,49
3,49
2,47
52,50
2,50
2,47
52,50
4,49
0,50
0,47
52,50
3,49
5,49
4,48
3,49
1,47
52,50
5,48
5,47
52,48
3,48
4,49
2,47
52,50
4,48
0,50
5,49
1,50
5,48
3,48
2,50
4,48
0,50
5,48
3,48
3,49
4,48
1,50
5,48
2,50
3,48
4,47
52,49
3,49
4,48
0,50
5,49
5,48
3,48
1,47
52,50
3,49
4,49
5,49
3,47
52,48
0,50
4,47
52,49
5,49
3,49
4,48
4,49
2,50
4,49
5,49
5,48
0,50
1,50
3,49
3,48
1,50
4,48
2,50
5,47
52,48
3,48
0,47
52,50
4,48
1,50
4,49
5,47
52,48
2,50
3,48
0,50
4,48
1,50
2,50
1,47
52,50
5,49
5,47
52,48
3,47
52,49
3,48
4,48
4,49
2,47
52,50
5,49
2,47
52,50
3,49
5,48
0,50
3,48
0,47
52,50
1,50
4,48
2,47
52,50
4,49
5,48
5,49
3,48
0,50
0,50
4,48
1,50
5,47
52,48
3,49
3,47
52,48
4,49
4,48
5,48
2,50
3,48
0,50
53,47
52,50
5,49
1,50
2,50
5,49
4,48
53,47
52,50
53,47
52,50
1,50
3,49
53,47
52,50
4,49
5,47
52,49
53,47
52,50
3,47
52,49
2,47
52,50
4,47
52,49
5,48
0,47
52,50
3,48
53,47
52,50
4,48
1,47
52,50
0,50
53,47
52,50
5,49
2,50
5,48
1,50
0,47
52,50
3,48
3,49
53,47
52,50
3,49
4,48
1,47
52,50
53,47
52,49
4,49
53,47
52,50
53,47
52,49
5,47
52,49
5,48
2,47
52,50
53,47
52,50
3,48
53,47
52,50
53,47
52,49
53,47
52,50
53,47
52,48
4,48
3,49
0,50
53,47
52,49
1,47
52,50
5,48
4,49
53,47
52,50
53,47
52,48
53,47
52,49
2,47
52,50
0,50
53,47
52,49
53,47
52,50
3,48
1,47
52,50
4,47
52,49
53,47
52,50
4,48
53,47
52,49
2,50
1,50
53,47
52,48
5,47
52,49
53,47
52,49
0,50
3,49
53,47
52,48
4,47
52,49
5,47
52,48
2,47
52,50
53,47
52,48
53,47
52,49
5,47
52,49
3,47
52,48
4,47
52,48
1,50
53,47
52,49
53,47
52,48
53,47
52,49
2,50
3,47
52,49
5,47
52,48
53,47
52,48
53,47
52,49
4,47
52,49
53,47
52,49
5,47
52,49
3,48
53,47
52,48
53,47
52,49
3,47
52,49
0,50
4,48
4,47
52,49
53,47
52,50
5,47
52,48
53,47
52,48
53,47
52,49
53,47
52,48
5,49
3,47
52,48
1,47
52,50
53,47
52,48
4,47
52,48
53,47
52,50
53,47
52,49
53,47
52,49
53,47
52,50
5,47
52,48
3,47
52,48
2,50
53,47
52,50
53,47
52,50
4,47
52,48
0,47
52,50
53,47
52,50
1,50
3,49
53,47
52,50
2,47
52,50
53,47
52,50
0,47
52,50
5,49
0,47
52,50
1,47
52,50
53,47
52,50
1,50
2,50
53,47
52,50
0,50
53,47
52,50
5,47
52,48
4,49
1,50
53,47
52,50
3,47
52,48
53,47
52,48
53,47
52,50
2,50
4,47
52,48
53,47
52,50
53,47
52,50
0,50
53,47
52,50
5,48
1,50
53,47
52,50
53,47
52,50
53,47
52,49
53,47
52,49
3,47
52,48
2,50
0,50
5,49
1,50
2,50
0,50
1,47
52,50
2,50
53,49
0,50
2,50
1,50
53,49
2,47
52,50
53,47
52,48
53,47
52,49
0,50
53,47
52,50
53,47
52,49
1,50
53,50
2,50
53,47
52,50
0,50
53,47
52,50
1,50
53,47
52,50
53,47
52,49
53,50
2,50
53,47
52,50
0,50
1,50
2,50
0,50
0,47
52,50
1,47
52,49
3,49
1,47
52,50
2,47
52,49
4,49
0,47
52,49
53,47
52,48
3,48
1,47
52,49
2,47
52,50
4,47
52,48
53,47
52,50
53,47
52,50
5,49
0,50
5,48
53,47
52,49
2,47
52,49
53,47
52,49
3,48
3,49
0,47
52,49
1,47
52,50
4,47
52,49
4,47
52,48
1,47
52,49
53,50
2,50
5,49
53,49
5,47
52,48
2,47
52,49
53,47
52,50
0,47
52,50
3,49
4,49
3,47
52,48
1,47
52,50
4,47
52,49
5,47
52,49
53,47
52,48
4,48
2,47
52,50
3,47
52,49
53,47
52,48
53,47
52,50
5,47
52,49
4,47
52,49
5,48
53,47
52,49
0,47
52,50
53,50
5,47
52,48
53,47
52,48
3,47
52,49
3,48
1,47
52,50
2,47
52,50
4,48
53,47
52,48
2,47
52,50
0,50
3,49
5,48
1,47
52,50
0,47
52,50
3,48
4,47
52,49
4,48
2,47
52,50
4,48
0,50
53,47
52,49
5,48
0,47
52,50
3,47
52,48
1,49
1,47
52,50
53,48
1,47
52,50
4,48
2,47
52,50
53,47
52,50
5,47
52,49
2,49
0,50
2,47
52,50
3,47
52,49
53,47
52,49
4,47
52,49
1,50
5,48
0,49
0,47
52,50
5,48
3,48
2,50
5,49
1,47
52,50
1,49
3,47
52,49
2,47
52,50
3,48
4,48
0,47
52,50
4,47
52,49
4,49
2,47
52,49
0,50
5,48
1,47
52,50
3,47
52,48
2,47
52,50
4,47
52,48
0,50
0,47
52,50
5,49
5,47
52,49
5,47
52,48
3,49
3,47
52,48
1,50
1,47
52,50
3,49
4,48
2,50
5,48
0,50
2,50
4,49
3,47
52,48
1,50
0,50
4,47
52,49
4,48
1,50
5,47
52,49
5,48
2,50
3,47
52,48
2,50
3,47
52,49
4,48
53,47
52,49
4,47
52,49
0,50
1,50
1,50
2,50
5,48
53,47
52,50
2,50
5,47
52,49
0,50
0,50
3,48
1,50
3,47
52,49
1,50
2,50
0,50
5,47
52,48
4,48
3,48
4,47
52,49
4,48
1,50
0,50
5,47
52,49
5,49
2,50
0,50
5,48
1,50
3,47
52,49
3,48
2,47
52,50
4,47
52,49
3,49
4,48
2,50
0,47
52,50
4,49
5,48
0,50
3,48
1,50
1,50
4,48
2,47
52,50
5,48
1,47
52,50
5,47
52,49
5,47
52,48
0,47
52,50
2,50
3,47
52,49
3,47
52,48
1,47
52,50
53,47
52,49
4,49
4,47
52,49
2,50
2,47
52,50
0,50
5,48
0,50
1,50
1,47
52,50
2,50
53,47
52,50
2,50
3,48
0,47
52,50
3,47
52,48
0,50
5,49
0,50
3,49
4,47
52,48
1,50
4,49
5,47
52,48
2,50
5,49
3,47
52,48
4,47
52,48
4,48
0,50
5,47
52,49
5,48
1,47
52,50
3,47
52,49
3,47
52,49
2,50
3,48
4,47
52,49
4,47
52,49
0,50
4,48
5,48
5,48
1,47
52,50
3,47
52,48
1,49
2,50
4,48
5,47
52,48
2,47
52,50
3,47
52,48
5,49
0,50
3,47
52,49
1,50
3,47
52,49
2,50
4,49
0,50
53,47
52,50
1,47
52,50
0,47
52,50
4,49
5,49
1,47
52,50
3,47
52,49
2,50
0,47
52,50
4,47
52,48
1,47
52,50
4,49
2,47
52,50
5,47
52,48
5,47
52,49
3,48
2,50
3,49
4,48
0,50
4,47
52,49
5,47
52,48
3,48
1,50
4,47
52,48
5,48
1,47
52,50
3,48
2,47
52,50
5,47
52,49
3,49
4,48
4,49
2,47
52,50
5,47
52,49
5,47
52,48
0,50
1,50
53,47
52,50
2,50
0,50
5,49
0,50
3,49
1,47
52,50
2,47
52,50
0,50
4,49
3,47
52,48
1,47
52,50
5,49
4,47
52,48
5,48
3,49
3,47
52,48
2,50
4,49
4,48
0,50
5,49
5,47
52,48
3,49
0,50
3,47
52,48
1,47
52,50
4,47
52,49
4,47
52,48
5,47
52,48
3,48
53,47
52,50
4,47
52,48
5,49
2,47
52,50
5,48
3,49
0,50
3,47
52,48
53,47
52,50
1,50
1,50
53,47
52,50
2,50
4,47
52,49
53,47
52,50
0,50
1,47
52,50
5,47
52,49
53,47
52,48
3,47
52,49
53,47
52,50
53,47
52,48
4,49
4,48
2,47
52,50
5,48
53,47
52,49
5,49
3,48
0,50
3,49
1,50
4,48
4,47
52,49
53,47
52,49
5,48
5,47
52,49
2,50
3,47
52,48
53,47
52,49
53,47
52,50
53,47
52,49
2,50
4,47
52,48
0,50
3,47
52,49
5,48
53,47
52,50
53,47
52,49
53,47
52,49
1,50
53,47
52,48
3,47
52,48
53,47
52,48
53,47
52,49
2,47
52,50
4,48
53,47
52,48
5,47
52,48
4,47
52,49
0,47
52,50
53,47
52,49
53,47
52,50
3,48
53,47
52,49
53,47
52,50
5,47
52,49
1,50
4,47
52,48
53,47
52,49
2,50
0,50
3,47
52,49
53,47
52,49
0,47
52,50
1,50
53,47
52,49
2,50
53,47
52,50
0,47
52,50
53,47
52,49
5,48
4,49
53,47
52,49
5,49
53,47
52,49
3,49
3,48
1,47
52,50
4,47
52,49
53,47
52,49
1,50
4,48
2,47
52,50
5,47
52,49
5,48
0,47
52,50
3,47
52,49
53,47
52,49
53,47
52,49
3,48
4,48
1,47
52,50
53,47
52,50
5,48
53,47
52,48
53,47
52,49
3,48
2,47
52,50
4,48
0,50
5,48
3,48
4,48
1,47
52,50
2,47
52,50
4,47
52,49
0,50
1,50
2,50
5,47
52,49
2,50
0,47
52,50
53,47
52,48
53,47
52,50
1,47
52,50
3,47
52,49
2,50
0,47
52,50
5,48
4,47
52,49
1,50
53,47
52,49
0,50
3,48
2,47
52,50
4,48
5,48
0,47
52,50
3,48
53,47
52,48
4,48
5,48
3,48
1,50
2,47
52,50
0,47
52,50
1,47
52,50
1,50
2,47
52,50
0,47
52,50
53,49
5,47
52,49
4,48
5,47
52,48
1,50
53,49
3,48
2,47
52,50
53,49
53,47
52,50
53,47
52,50
53,47
52,50
0,47
52,50
4,47
52,48
53,47
52,49
1,50
5,48
53,47
52,49
3,48
53,47
52,50
2,50
2,50
4,48
53,50
53,47
52,50
5,48
3,48
53,50
4,48
53,47
52,50
5,48
0,50
3,48
1,47
52,50
4,48
0,47
52,50
2,50
1,47
52,49
0,50
1,50
53,47
52,50
2,50
3,47
52,49
3,47
52,48
0,47
52,50
4,47
52,49
2,47
52,49
4,48
1,47
52,50
5,47
52,49
0,47
52,49
5,47
52,48
2,50
53,47
52,49
53,47
52,49
1,47
52,49
0,47
52,50
53,50
53,47
52,49
2,47
52,49
1,50
53,47
52,50
0,50
3,47
52,48
53,47
52,49
5,48
53,47
52,49
3,47
52,49
53,47
52,48
4,47
52,48
1,47
52,49
3,47
52,48
53,47
52,50
4,47
52,49
53,47
52,48
5,47
52,48
2,47
52,49
4,48
53,50
5,47
52,49
3,47
52,48
3,47
52,49
53,47
52,48
4,47
52,48
5,47
52,49
2,50
53,47
52,48
5,47
52,48
3,48
0,47
52,50
4,47
52,49
1,50
53,48
3,47
52,48
4,47
52,49
53,47
52,50
53,47
52,48
4,47
52,48
5,47
52,49
5,47
52,48
2,47
52,50
3,47
52,48
0,47
52,50
5,49
0,47
52,50
4,48
3,47
52,49
1,50
5,47
52,48
1,47
52,50
2,47
52,50
0,47
52,50
3,47
52,49
53,47
52,50
2,50
1,47
52,50
2,47
52,50
0,47
52,50
3,48
0,50
4,48
1,47
52,50
4,47
52,48
2,47
52,50
5,47
52,48
5,48
1,47
52,50
4,47
52,49
0,50
1,47
52,49
2,50
1,47
52,50
2,47
52,49
53,47
52,50
53,47
52,49
5,49
0,47
52,50
0,47
52,49
3,48
53,47
52,50
3,47
52,49
3,49
1,47
52,49
4,47
52,48
4,49
4,49
2,50
53,48
5,48
5,48
5,47
52,49
3,47
52,48
3,48
53,48
1,50
4,48
4,48
53,50
0,50
53,48
5,48
5,47
52,48
3,48
3,47
52,49
1,50
4,47
52,48
2,50
4,47
52,49
2,50
3,47
52,49
5,48
4,49
2,47
52,50
3,47
52,48
5,47
52,49
0,47
52,50
0,47
52,50
5,47
52,49
4,48
1,47
52,50
1,47
52,50
3,48
2,47
52,50
2,47
52,50
0,50
0,47
52,50
1,47
52,50
5,48
1,50
2,47
52,50
3,47
52,49
2,50
0,47
52,50
4,47
52,49
3,47
52,48
4,47
52,48
53,47
52,49
0,47
52,50
5,47
52,49
4,47
52,48
5,47
52,49
1,47
52,50
3,47
52,49
3,48
1,47
52,50
2,47
52,50
4,47
52,49
5,47
52,48
4,48
0,47
52,50
5,47
52,49
3,48
5,47
52,48
1,50
3,47
52,49
0,47
52,50
4,47
52,48
4,47
52,49
5,48
1,47
52,49
2,47
52,50
2,50
3,48
5,47
52,49
4,48
5,48
3,47
52,49
3,47
52,49
3,48
0,50
4,47
52,49
4,47
52,49
53,47
52,50
4,48
5,49
1,50
2,47
52,50
0,50
5,48
1,50
2,50
0,50
1,47
52,50
2,47
52,50
5,49
2,50
3,48
3,49
3,48
4,48
0,50
4,47
52,49
5,47
52,49
4,47
52,48
0,50
5,48
3,47
52,49
5,48
1,50
4,49
3,48
2,50
3,47
52,48
5,47
52,49
4,48
3,47
52,49
5,47
52,48
4,47
52,49
0,50
4,47
52,49
0,50
3,48
1,50
1,47
52,50
4,48
5,48
5,49
3,48
5,47
52,49
2,47
52,50
4,48
3,47
52,49
3,47
52,49
0,50
4,47
52,49
5,47
52,48
1,50
1,47
52,50
2,47
52,50
2,50
0,50
5,49
3,49
1,47
52,50
4,49
2,50
5,49
2,47
52,50
3,48
3,47
52,49
4,48
4,49
0,50
5,47
52,48
5,49
1,50
3,48
2,47
52,50
3,49
4,48
0,50
5,48
3,48
1,47
52,50
0,50
4,48
4,49
0,47
52,50
5,48
3,47
52,48
4,48
5,49
1,50
5,48
3,49
2,50
3,48
1,50
0,47
52,50
1,50
4,47
52,49
2,47
52,50
5,49
0,47
52,50
3,49
4,47
52,48
1,47
52,50
4,49
5,47
52,48
2,50
3,47
52,48
2,47
52,50
4,47
52,48
5,47
52,49
5,47
52,48
3,47
52,49
3,48
0,47
52,50
4,48
1,50
5,48
3,48
4,49
5,47
52,49
2,50
2,50
4,48
4,47
52,48
5,47
52,48
3,47
52,49
3,48
53,47
52,50
0,47
52,50
0,50
1,50
53,47
52,50
2,50
53,47
52,50
4,47
52,49
0,50
5,49
53,47
52,50
3,47
52,49
4,47
52,48
1,47
52,50
4,47
52,49
5,47
52,48
53,47
52,50
2,50
3,47
52,48
0,47
52,50
4,47
52,48
53,47
52,50
1,47
52,50
5,49
0,50
5,48
53,47
52,48
3,47
52,49
3,47
52,48
2,50
53,47
52,48
0,47
52,50
4,47
52,49
4,47
52,48
53,47
52,50
53,47
52,49
1,50
5,47
52,48
53,47
52,50
5,49
2,50
53,47
52,49
53,47
52,50
53,47
52,50
53,47
52,50
3,49
3,47
52,48
0,50
53,47
52,49
4,49
53,47
52,49
4,47
52,48
53,47
52,50
1,47
52,50
53,47
52,49
5,47
52,48
1,50
53,47
52,50
53,47
52,49
2,50
3,48
53,47
52,50
53,47
52,49
0,50
5,49
53,47
52,50
3,49
4,48
1,50
53,47
52,49
4,49
2,50
5,48
53,47
52,50
3,48
53,47
52,49
5,49
0,50
4,48
1,50
5,48
2,47
52,50
53,47
52,49
0,47
52,50
3,47
52,48
53,47
52,49
53,47
52,49
1,47
52,50
3,49
4,47
52,48
2,50
53,47
52,50
53,47
52,48
4,49
5,47
52,48
0,47
52,50
3,48
2,50
53,47
52,49
0,50
1,50
53,47
52,49
5,49
4,47
52,48
2,47
52,50
5,48
0,50
3,48
3,49
1,47
52,50
4,47
52,49
2,47
52,50
0,47
52,50
1,50
4,48
2,50
0,50
5,48
1,50
2,47
52,50
3,48
0,50
4,47
52,48
53,47
52,49
5,48
53,47
52,48
53,47
52,50
3,48
1,50
53,47
52,50
4,48
2,50
5,48
1,50
0,50
2,50
1,47
52,50
5,47
52,49
2,47
52,50
3,48
0,50
4,48
5,48
1,47
52,50
3,47
52,48
2,50
0,50
53,47
52,49
53,47
52,49
4,48
0,47
52,50
5,48
53,47
52,49
3,48
53,47
52,50
4,48
53,47
52,50
1,47
52,50
53,47
52,50
5,48
53,47
52,49
2,50
3,48
53,47
52,49
1,50
53,50
53,50
0,50
53,47
52,50
1,47
52,50
53,47
52,50
2,50
0,50
4,48
1,50
2,50
2,47
52,50
3,49
5,48
0,50
3,48
1,47
52,50
0,47
52,49
2,47
52,50
1,47
52,49
4,48
5,48
4,47
52,49
2,47
52,49
5,48
3,47
52,48
53,47
52,50
53,47
52,49
5,47
52,49
0,47
52,49
53,47
52,49
53,47
52,50
3,47
52,49
53,47
52,49
1,47
52,49
3,47
52,48
2,47
52,49
4,48
0,50
0,47
52,49
4,48
53,47
52,50
1,47
52,49
5,47
52,49
53,47
52,50
4,47
52,49
5,47
52,48
3,47
52,49
53,47
52,50
1,47
52,50
5,47
52,49
53,48
2,50
4,47
52,48
53,47
52,49
3,47
52,49
53,47
52,48
2,50
5,48
53,50
4,47
52,49
0,47
52,50
53,47
52,48
3,47
52,48
3,47
52,49
5,47
52,49
53,48
0,47
52,50
4,47
52,48
53,47
52,50
1,47
52,50
53,48
5,47
52,48
2,47
52,50
4,49
3,47
52,48
5,49
53,47
52,48
4,47
52,48
3,47
52,49
0,47
52,50
5,47
52,48
1,50
1,50
3,47
52,48
2,47
52,50
4,47
52,48
1,47
52,49
0,50
2,47
52,49
2,47
52,50
1,50
0,47
52,49
53,47
52,49
3,47
52,49
0,50
5,47
52,48
4,48
2,50
4,47
52,49
53,47
52,49
3,47
52,48
0,47
52,50
5,47
52,49
1,47
52,50
4,47
52,48
5,47
52,48
1,47
52,50
3,47
52,49
1,47
52,49
2,50
3,47
52,48
53,47
52,50
2,47
52,50
2,47
52,49
0,47
52,50
0,50
0,47
52,49
4,47
52,49
5,48
53,47
52,50
4,47
52,49
1,47
52,49
1,50
5,48
53,47
52,50
5,47
52,49
2,50
3,48
2,50
53,50
1,50
0,50
3,47
52,49
53,48
3,48
4,48
2,50
4,47
52,48
0,47
52,50
4,47
52,49
0,47
52,50
53,50
1,50
5,47
52,49
5,48
2,50
5,49
53,47
52,48
3,48
3,49
1,50
0,50
4,47
52,49
2,50
1,50
5,49
4,48
2,50
0,47
52,50
53,47
52,48
5,48
0,50
1,47
52,50
3,48
1,50
2,47
52,50
4,48
3,47
52,49
2,50
0,47
52,50
5,48
3,48
1,47
52,50
4,48
2,47
52,50
0,50
4,49
5,48
3,47
52,48
53,47
52,50
5,47
52,49
0,47
52,50
1,47
52,49
4,47
52,49
3,47
52,49
1,47
52,50
5,47
52,48
1,50
2,50
2,50
2,50
4,47
52,49
3,47
52,48
3,48
0,50
5,47
52,49
4,48
0,50
1,47
52,50
3,47
52,49
4,47
52,48
5,47
52,48
5,47
52,49
0,50
2,50
3,47
52,48
0,50
1,50
4,47
52,48
3,49
4,47
52,49
1,50
4,47
52,49
5,47
52,49
2,50
5,47
52,48
5,47
52,49
2,47
52,50
0,50
3,47
52,48
1,50
0,50
2,50
1,50
0,50
4,48
3,49
2,47
52,50
1,50
4,47
52,49
5,48
5,47
52,49
0,50
3,49
3,48
2,50
4,49
1,50
4,48
0,50
5,49
1,50
1,47
52,50
3,49
53,47
52,50
5,48
3,47
52,48
2,50
4,49
2,50
0,50
3,47
52,48
5,49
4,47
52,49
1,50
5,48
2,47
52,50
3,49
0,47
52,49
0,47
52,50
4,48
1,50
5,48
3,47
52,49
2,50
3,48
0,50
1,50
4,49
2,47
52,50
4,48
5,48
0,50
5,47
52,49
3,48
1,50
3,47
52,49
4,49
4,48
5,47
52,49
5,47
52,48
3,49
3,48
4,49
1,47
52,50
4,48
2,50
5,47
52,49
5,48
0,47
52,50
1,47
52,50
3,47
52,48
3,47
52,49
2,50
4,47
52,49
4,47
52,49
2,47
52,50
0,47
52,50
4,48
1,47
52,50
2,50
5,47
52,49
0,50
5,47
52,48
3,47
52,49
1,50
3,48
4,49
2,50
0,47
52,50
1,50
5,49
4,48
5,48
3,47
52,48
3,49
0,50
4,48
5,48
4,49
5,47
52,48
5,49
3,47
52,48
2,50
3,49
4,47
52,48
4,47
52,49
0,47
52,50
5,49
3,49
1,50
3,48
4,49
5,48
1,50
2,47
52,50
0,50
3,47
52,48
1,47
52,50
4,47
52,48
5,47
52,48
2,47
52,50
3,48
0,47
52,50
4,47
52,48
53,47
52,49
