task_id,raw_bag_id,source_raw_bag_id,segment_id,segment_count,start,goal,raw_entry_seconds,release_seconds,release_tick,admission_time_seconds,completion_time_seconds,table53_scheduled_interval_seconds,diagnostic_first_admission_to_completion_seconds,status,moving_ticks,stopped_ticks,hold_count,last_hold_reason
187,93,93,1,2,52,50,13080.921160000,24000.000000000,120000,24002.000000000,24198.400000000,198.400000000,196.400000000,COMPLETED,892,42,42,
188,94,94,0,2,5,47,13081.440860000,13081.440860000,65408,13083.600000000,13141.200000000,59.759140000,57.600000000,COMPLETED,198,42,42,
189,94,94,1,2,52,48,13081.440860000,22500.000000000,112500,22503.600000000,22713.400000000,213.400000000,209.800000000,COMPLETED,976,49,57,
190,95,95,0,2,0,47,13073.604480000,13073.604480000,65369,13075.800000000,13136.400000000,62.795520000,60.600000000,COMPLETED,192,55,55,
191,95,95,1,2,52,50,13073.604480000,21900.000000000,109500,21912.800000000,22120.000000000,220.000000000,207.200000000,COMPLETED,892,96,150,
192,96,96,0,2,3,47,13083.000750000,13083.000750000,65416,13085.200000000,13149.000000000,65.999250000,63.800000000,COMPLETED,210,53,53,
193,96,96,1,2,52,48,13083.000750000,22500.000000000,112500,22504.000000000,22715.200000000,215.200000000,211.200000000,COMPLETED,976,56,66,
194,97,97,0,2,1,47,13086.477820000,13086.477820000,65433,13088.600000000,13158.000000000,71.522180000,69.400000000,COMPLETED,210,73,73,
195,97,97,1,2,52,50,13086.477820000,21300.000000000,106500,21311.000000000,21518.200000000,218.200000000,207.200000000,COMPLETED,892,96,141,
196,98,98,0,2,4,47,13087.769760000,13087.769760000,65439,13089.800000000,13152.600000000,64.830240000,62.800000000,COMPLETED,202,64,64,
197,98,98,1,2,52,48,13087.769760000,23700.000000000,118500,23702.000000000,23906.200000000,206.200000000,204.200000000,COMPLETED,976,21,21,
198,99,99,0,2,2,47,13082.106440000,13082.106440000,65411,13084.200000000,13159.800000000,77.693560000,75.600000000,COMPLETED,218,88,88,
199,99,99,1,2,52,50,13082.106440000,23700.000000000,118500,23704.000000000,23907.400000000,207.400000000,203.400000000,COMPLETED,892,77,87,
200,100,100,0,2,5,47,13089.436510000,13089.436510000,65448,13091.600000000,13150.800000000,61.363490000,59.200000000,COMPLETED,198,50,50,
201,100,100,1,2,52,48,13089.436510000,24000.000000000,120000,24002.000000000,24206.200000000,206.200000000,204.200000000,COMPLETED,976,21,21,
202,101,101,0,2,0,47,13085.773140000,13085.773140000,65429,13087.800000000,13147.200000000,61.426860000,59.400000000,COMPLETED,192,49,49,
203,101,101,1,2,52,50,13085.773140000,23700.000000000,118500,23704.400000000,23909.200000000,209.200000000,204.800000000,COMPLETED,892,84,96,
204,102,102,0,2,3,47,13085.107570000,13085.107570000,65426,13087.200000000,13156.200000000,71.092430000,69.000000000,COMPLETED,210,79,79,
205,102,102,1,2,52,48,13085.107570000,21900.000000000,109500,21904.800000000,22118.800000000,218.800000000,214.000000000,COMPLETED,976,70,84,
206,103,103,0,2,1,47,13090.144480000,13090.144480000,65451,13092.200000000,13161.600000000,71.455520000,69.400000000,COMPLETED,210,73,73,
207,103,103,1,2,52,50,13090.144480000,22200.000000000,111000,22205.600000000,22414.600000000,214.600000000,209.000000000,COMPLETED,892,105,123,
208,104,104,0,2,1,47,13105.434500000,13105.434500000,65528,13107.600000000,13173.600000000,68.165500000,66.000000000,COMPLETED,210,56,56,
209,104,104,1,2,52,50,13105.434500000,21900.000000000,109500,21914.600000000,22121.800000000,221.800000000,207.200000000,COMPLETED,892,96,159,
210,105,105,0,2,2,47,13227.072210000,13227.072210000,66136,13229.200000000,13299.800000000,72.727790000,70.600000000,COMPLETED,218,63,63,
211,105,105,1,2,52,50,13227.072210000,24000.000000000,120000,24002.400000000,24200.200000000,200.200000000,197.800000000,COMPLETED,892,49,51,
212,106,106,0,2,53,47,13378.992270000,13378.992270000,66895,13381.000000000,13439.800000000,60.807730000,58.800000000,COMPLETED,204,42,42,
213,106,106,1,2,52,48,13378.992270000,19500.000000000,97500,19503.600000000,19713.400000000,213.400000000,209.800000000,COMPLETED,976,49,57,
214,107,107,0,2,53,47,13381.081340000,13381.081340000,66906,13383.200000000,13442.000000000,60.918660000,58.800000000,COMPLETED,204,42,42,
215,107,107,1,2,52,48,13381.081340000,19500.000000000,97500,19504.000000000,19715.200000000,215.200000000,211.200000000,COMPLETED,976,56,66,
216,108,108,0,2,53,47,13422.309020000,13422.309020000,67112,13424.400000000,13483.200000000,60.890980000,58.800000000,COMPLETED,204,42,42,
217,108,108,1,2,52,49,13422.309020000,19500.000000000,97500,19516.400000000,19682.600000000,182.600000000,166.200000000,COMPLETED,702,89,161,
218,109,109,0,2,53,47,13423.399190000,13423.399190000,67117,13425.400000000,13485.000000000,61.600810000,59.600000000,COMPLETED,204,46,46,
219,109,109,1,2,52,49,13423.399190000,19500.000000000,97500,19518.200000000,19684.400000000,184.400000000,166.200000000,COMPLETED,702,89,170,
220,110,110,0,2,53,47,13437.288050000,13437.288050000,67187,13439.400000000,13498.200000000,60.911950000,58.800000000,COMPLETED,204,42,42,
221,110,110,1,2,52,49,13437.288050000,19500.000000000,97500,19520.000000000,19686.200000000,186.200000000,166.200000000,COMPLETED,702,89,179,
222,111,111,0,2,53,47,13441.408440000,13441.408440000,67208,13443.600000000,13502.400000000,60.991560000,58.800000000,COMPLETED,204,42,42,
223,111,111,1,2,52,49,13441.408440000,19500.000000000,97500,19521.800000000,19688.000000000,188.000000000,166.200000000,COMPLETED,702,89,188,
224,112,112,0,2,53,47,13439.708990000,13439.708990000,67199,13441.800000000,13500.600000000,60.891010000,58.800000000,COMPLETED,204,42,42,
225,112,112,1,2,52,49,13439.708990000,19500.000000000,97500,19523.600000000,19689.800000000,189.800000000,166.200000000,COMPLETED,702,89,197,
226,113,113,0,2,53,47,13449.799170000,13449.799170000,67249,13451.800000000,13510.600000000,60.800830000,58.800000000,COMPLETED,204,42,42,
227,113,113,1,2,52,49,13449.799170000,19500.000000000,97500,19525.400000000,19691.600000000,191.600000000,166.200000000,COMPLETED,702,89,206,
228,114,114,0,2,53,47,13470.857800000,13470.857800000,67355,13473.000000000,13531.800000000,60.942200000,58.800000000,COMPLETED,204,42,42,
229,114,114,1,2,52,49,13470.857800000,19500.000000000,97500,19527.200000000,19693.400000000,193.400000000,166.200000000,COMPLETED,702,89,215,
230,115,115,0,2,53,47,13476.524450000,13476.524450000,67383,13478.600000000,13537.400000000,60.875550000,58.800000000,COMPLETED,204,42,42,
231,115,115,1,2,52,48,13476.524450000,19500.000000000,97500,19504.400000000,19717.000000000,217.000000000,212.600000000,COMPLETED,976,63,75,
232,116,116,0,2,53,47,13524.562470000,13524.562470000,67623,13526.600000000,13585.400000000,60.837530000,58.800000000,COMPLETED,204,42,42,
233,116,116,1,2,52,49,13524.562470000,19500.000000000,97500,19529.000000000,19695.200000000,195.200000000,166.200000000,COMPLETED,702,89,224,
234,117,117,0,2,53,47,13628.337190000,13628.337190000,68142,13630.400000000,13689.200000000,60.862810000,58.800000000,COMPLETED,204,42,42,
235,117,117,1,2,52,49,13628.337190000,19500.000000000,97500,19530.800000000,19697.000000000,197.000000000,166.200000000,COMPLETED,702,89,233,
236,118,118,0,2,5,47,13637.178850000,13637.178850000,68186,13639.200000000,13696.800000000,59.621150000,57.600000000,COMPLETED,198,42,42,
237,118,118,1,2,52,49,13637.178850000,21900.000000000,109500,21916.400000000,22082.600000000,182.600000000,166.200000000,COMPLETED,702,89,161,
238,119,119,0,2,3,47,13653.149660000,13653.149660000,68266,13655.200000000,13719.200000000,66.050340000,64.000000000,COMPLETED,210,54,54,
239,119,119,1,2,52,49,13653.149660000,22200.000000000,111000,22209.200000000,22375.400000000,175.400000000,166.200000000,COMPLETED,702,89,125,
240,120,120,0,2,4,47,13653.816160000,13653.816160000,68270,13656.000000000,13714.400000000,60.583840000,58.400000000,COMPLETED,202,42,42,
241,120,120,1,2,52,49,13653.816160000,24600.000000000,123000,24602.000000000,24757.400000000,157.400000000,155.400000000,COMPLETED,702,35,35,
242,121,121,0,2,5,47,13651.482990000,13651.482990000,68258,13653.600000000,13711.200000000,59.717010000,57.600000000,COMPLETED,198,42,42,
243,121,121,1,2,52,49,13651.482990000,19500.000000000,97500,19532.600000000,19698.800000000,198.800000000,166.200000000,COMPLETED,702,89,242,
244,122,122,0,2,3,47,13657.149590000,13657.149590000,68286,13659.200000000,13726.400000000,69.250410000,67.200000000,COMPLETED,210,70,70,
245,122,122,1,2,52,49,13657.149590000,19500.000000000,97500,19534.400000000,19700.600000000,200.600000000,166.200000000,COMPLETED,702,89,251,
246,123,123,0,2,0,47,13655.921150000,13655.921150000,68280,13658.000000000,13717.400000000,61.478850000,59.400000000,COMPLETED,192,49,49,
247,123,123,1,2,52,50,13655.921150000,24300.000000000,121500,24302.400000000,24500.200000000,200.200000000,197.800000000,COMPLETED,892,49,51,
248,124,124,0,2,4,47,13657.954910000,13657.954910000,68290,13660.000000000,13722.800000000,64.845090000,62.800000000,COMPLETED,202,64,64,
249,124,124,1,2,52,49,13657.954910000,24600.000000000,123000,24602.400000000,24759.200000000,159.200000000,156.800000000,COMPLETED,702,42,44,
250,125,125,0,2,4,47,13664.334100000,13664.334100000,68322,13666.400000000,13728.200000000,63.865900000,61.800000000,COMPLETED,202,59,59,
251,125,125,1,2,52,48,13664.334100000,24300.000000000,121500,24302.000000000,24506.200000000,206.200000000,204.200000000,COMPLETED,976,21,21,
252,126,126,0,2,5,47,13659.482910000,13659.482910000,68298,13661.600000000,13721.000000000,61.517090000,59.400000000,COMPLETED,198,51,51,
253,126,126,1,2,52,49,13659.482910000,24300.000000000,121500,24302.800000000,24461.000000000,161.000000000,158.200000000,COMPLETED,702,49,53,
254,127,127,0,2,1,47,13661.811160000,13661.811160000,68310,13664.000000000,13731.800000000,69.988840000,67.800000000,COMPLETED,210,65,65,
255,127,127,1,2,52,50,13661.811160000,23700.000000000,118500,23704.800000000,23911.000000000,211.000000000,206.200000000,COMPLETED,892,91,105,
256,128,128,0,2,5,47,13661.972910000,13661.972910000,68310,13664.000000000,13724.600000000,62.627090000,60.600000000,COMPLETED,198,57,57,
257,128,128,1,2,52,48,13661.972910000,19500.000000000,97500,19504.800000000,19718.800000000,218.800000000,214.000000000,COMPLETED,976,70,84,
258,129,129,0,2,3,47,13663.178730000,13663.178730000,68316,13665.200000000,13733.600000000,70.421270000,68.400000000,COMPLETED,210,76,76,
259,129,129,1,2,52,49,13663.178730000,19500.000000000,97500,19536.200000000,19702.400000000,202.400000000,166.200000000,COMPLETED,702,89,260,
260,130,130,0,2,3,47,13666.667510000,13666.667510000,68334,13668.800000000,13739.000000000,72.332490000,70.200000000,COMPLETED,210,83,85,
261,130,130,1,2,52,48,13666.667510000,23100.000000000,115500,23102.800000000,23309.800000000,209.800000000,207.000000000,COMPLETED,976,35,39,
262,131,131,0,2,4,47,13669.845500000,13669.845500000,68350,13672.000000000,13735.400000000,65.554500000,63.400000000,COMPLETED,202,67,67,
263,131,131,1,2,52,49,13669.845500000,21900.000000000,109500,21918.200000000,22084.400000000,184.400000000,166.200000000,COMPLETED,702,89,170,
264,132,132,0,2,4,47,13673.334070000,13673.334070000,68367,13675.400000000,13746.200000000,72.865930000,70.800000000,COMPLETED,202,97,104,
265,132,132,1,2,52,48,13673.334070000,20700.000000000,103500,20703.200000000,20911.600000000,211.600000000,208.400000000,COMPLETED,976,42,48,
266,133,133,0,2,2,47,13665.604500000,13665.604500000,68329,13667.800000000,13742.600000000,76.995500000,74.800000000,COMPLETED,218,81,84,
267,133,133,1,2,52,50,13665.604500000,20700.000000000,103500,20704.400000000,20909.200000000,209.200000000,204.800000000,COMPLETED,892,84,96,
268,134,134,0,2,5,47,13666.972880000,13666.972880000,68335,13669.000000000,13730.000000000,63.027120000,61.000000000,COMPLETED,198,59,59,
269,134,134,1,2,52,48,13666.972880000,23100.000000000,115500,23103.200000000,23311.600000000,211.600000000,208.400000000,COMPLETED,976,42,48,
270,135,135,0,2,0,47,13672.439820000,13672.439820000,68363,13674.600000000,13737.200000000,64.760180000,62.600000000,COMPLETED,192,65,65,
271,135,135,1,2,52,50,13672.439820000,21900.000000000,109500,21920.000000000,22127.200000000,227.200000000,207.200000000,COMPLETED,892,96,186,
272,136,136,0,2,3,47,13669.774300000,13669.774300000,68349,13671.800000000,13744.400000000,74.625700000,72.600000000,COMPLETED,210,90,97,
273,136,136,1,2,52,48,13669.774300000,22200.000000000,111000,22203.600000000,22413.400000000,213.400000000,209.800000000,COMPLETED,976,49,57,
274,137,137,0,2,1,47,13675.144490000,13675.144490000,68376,13677.200000000,13751.600000000,76.455510000,74.400000000,COMPLETED,210,79,98,
275,137,137,1,2,52,50,13675.144490000,21900.000000000,109500,21921.800000000,22129.000000000,229.000000000,207.200000000,COMPLETED,892,96,195,
276,138,138,0,2,4,47,13672.440830000,13672.440830000,68363,13674.600000000,13740.800000000,68.359170000,66.200000000,COMPLETED,202,79,81,
277,138,138,1,2,52,48,13672.440830000,21900.000000000,109500,21905.200000000,22120.600000000,220.600000000,215.400000000,COMPLETED,976,77,93,
278,139,139,0,2,2,47,13673.597160000,13673.597160000,68368,13675.600000000,13753.400000000,79.802840000,77.800000000,COMPLETED,218,81,99,
279,139,139,1,2,52,50,13673.597160000,24300.000000000,121500,24303.200000000,24503.800000000,203.800000000,200.600000000,COMPLETED,892,63,69,
280,140,140,0,2,0,47,13680.254820000,13680.254820000,68402,13682.400000000,13748.000000000,67.745180000,65.600000000,COMPLETED,192,69,80,
281,140,140,1,2,52,50,13680.254820000,20700.000000000,103500,20704.800000000,20911.000000000,211.000000000,206.200000000,COMPLETED,892,91,105,
282,141,141,0,2,5,47,13678.774170000,13678.774170000,68394,13680.800000000,13749.800000000,71.025830000,69.000000000,COMPLETED,198,84,99,
283,141,141,1,2,52,48,13678.774170000,24300.000000000,121500,24302.400000000,24508.000000000,208.000000000,205.600000000,COMPLETED,976,28,30,
284,142,142,0,2,3,47,13680.334160000,13680.334160000,68402,13682.400000000,13755.200000000,74.865840000,72.800000000,COMPLETED,236,62,80,
285,142,142,1,2,52,48,13680.334160000,22200.000000000,111000,22204.000000000,22415.200000000,215.200000000,211.200000000,COMPLETED,976,56,66,
286,143,143,0,2,1,47,13690.773160000,13690.773160000,68454,13692.800000000,13758.800000000,68.026840000,66.000000000,COMPLETED,210,56,56,
287,143,143,1,2,52,50,13690.773160000,22200.000000000,111000,22211.000000000,22418.200000000,218.200000000,207.200000000,COMPLETED,892,96,141,
288,144,144,0,2,2,47,13693.477810000,13693.477810000,68468,13695.600000000,13767.600000000,74.122190000,72.000000000,COMPLETED,218,70,70,
289,144,144,1,2,52,50,13693.477810000,22200.000000000,111000,22212.800000000,22420.000000000,220.000000000,207.200000000,COMPLETED,892,96,150,
290,145,145,0,2,2,47,13690.770950000,13690.770950000,68454,13692.800000000,13763.400000000,72.629050000,70.600000000,COMPLETED,218,63,63,
291,145,145,1,2,52,50,13690.770950000,23700.000000000,118500,23705.200000000,23912.800000000,212.800000000,207.600000000,COMPLETED,892,98,114,
292,146,146,0,2,0,47,13704.254500000,13704.254500000,68522,13706.400000000,13765.800000000,61.545500000,59.400000000,COMPLETED,192,49,49,
293,146,146,1,2,52,50,13704.254500000,22200.000000000,111000,22214.600000000,22421.800000000,221.800000000,207.200000000,COMPLETED,892,96,159,
294,147,147,0,2,4,47,13835.780010000,13835.780010000,69179,13837.800000000,13896.200000000,60.419990000,58.400000000,COMPLETED,202,42,42,
295,147,147,1,2,52,48,13835.780010000,21900.000000000,109500,21905.600000000,22122.400000000,222.400000000,216.800000000,COMPLETED,976,84,102,
296,148,148,0,2,0,47,13851.116160000,13851.116160000,69256,13853.200000000,13912.600000000,61.483840000,59.400000000,COMPLETED,192,49,49,
297,148,148,1,2,52,50,13851.116160000,21900.000000000,109500,21923.600000000,22130.800000000,230.800000000,207.200000000,COMPLETED,892,96,204,
298,149,149,0,2,53,47,14023.088070000,14023.088070000,70116,14025.200000000,14084.000000000,60.911930000,58.800000000,COMPLETED,204,42,42,
299,149,149,1,2,52,49,14023.088070000,20400.000000000,102000,20403.600000000,20564.600000000,164.600000000,161.000000000,COMPLETED,702,63,71,
300,150,150,0,2,53,47,14032.208450000,14032.208450000,70162,14034.400000000,14093.200000000,60.991550000,58.800000000,COMPLETED,204,42,42,
301,150,150,1,2,52,49,14032.208450000,20400.000000000,102000,20404.000000000,20566.400000000,166.400000000,162.400000000,COMPLETED,702,70,80,
302,151,151,0,2,53,47,14065.022470000,14065.022470000,70326,14067.200000000,14126.000000000,60.977530000,58.800000000,COMPLETED,204,42,42,
303,151,151,1,2,52,49,14065.022470000,20400.000000000,102000,20404.400000000,20568.200000000,168.200000000,163.800000000,COMPLETED,702,77,89,
304,152,152,0,2,53,47,14179.651940000,14179.651940000,70899,14181.800000000,14240.600000000,60.948060000,58.800000000,COMPLETED,204,42,42,
305,152,152,1,2,52,49,14179.651940000,19500.000000000,97500,19538.000000000,19704.200000000,204.200000000,166.200000000,COMPLETED,702,89,269,
306,153,153,0,2,5,47,14235.845400000,14235.845400000,71180,14238.000000000,14295.600000000,59.754600000,57.600000000,COMPLETED,198,42,42,
307,153,153,1,2,52,49,14235.845400000,21600.000000000,108000,21603.200000000,21762.800000000,162.800000000,159.600000000,COMPLETED,702,56,62,
308,154,154,0,2,3,47,14234.483030000,14234.483030000,71173,14236.600000000,14299.600000000,65.116970000,63.000000000,COMPLETED,210,49,49,
309,154,154,1,2,52,49,14234.483030000,24900.000000000,124500,24902.000000000,25057.400000000,157.400000000,155.400000000,COMPLETED,702,35,35,
310,155,155,0,2,4,47,14243.948720000,14243.948720000,71220,14246.000000000,14305.000000000,61.051280000,59.000000000,COMPLETED,202,45,45,
311,155,155,1,2,52,49,14243.948720000,19500.000000000,97500,19539.800000000,19706.000000000,206.000000000,166.200000000,COMPLETED,702,89,278,
312,156,156,0,2,5,47,14243.483030000,14243.483030000,71218,14245.600000000,14303.200000000,59.716970000,57.600000000,COMPLETED,198,42,42,
313,156,156,1,2,52,49,14243.483030000,19500.000000000,97500,19541.600000000,19707.800000000,207.800000000,166.200000000,COMPLETED,702,89,287,
314,157,157,0,2,0,47,14255.666600000,14255.666600000,71279,14257.800000000,14317.200000000,61.533400000,59.400000000,COMPLETED,192,49,49,
315,157,157,1,2,52,49,14255.666600000,21300.000000000,106500,21312.800000000,21479.000000000,179.000000000,166.200000000,COMPLETED,702,89,143,
316,158,158,0,2,3,47,14258.178720000,14258.178720000,71291,14260.200000000,14327.600000000,69.421280000,67.400000000,COMPLETED,210,71,71,
317,158,158,1,2,52,49,14258.178720000,19500.000000000,97500,19543.400000000,19709.600000000,209.600000000,166.200000000,COMPLETED,702,89,296,
318,159,159,0,2,1,47,14252.254490000,14252.254490000,71262,14254.400000000,14320.400000000,68.145510000,66.000000000,COMPLETED,210,56,56,
319,159,159,1,2,52,50,14252.254490000,21300.000000000,106500,21314.600000000,21521.800000000,221.800000000,207.200000000,COMPLETED,892,96,159,
320,160,160,0,2,1,47,14261.501930000,14261.501930000,71308,14263.600000000,14334.800000000,73.298070000,71.200000000,COMPLETED,210,82,82,
321,160,160,1,2,52,49,14261.501930000,25500.000000000,127500,25502.000000000,25657.400000000,157.400000000,155.400000000,COMPLETED,702,35,35,
322,161,161,0,2,2,47,14261.921160000,14261.921160000,71310,14264.000000000,14340.200000000,78.278840000,76.200000000,COMPLETED,218,85,91,
323,161,161,1,2,52,50,14261.921160000,25200.000000000,126000,25202.000000000,25398.400000000,198.400000000,196.400000000,COMPLETED,892,42,42,
324,162,162,0,2,4,47,14261.948900000,14261.948900000,71310,14264.000000000,14324.000000000,62.051100000,60.000000000,COMPLETED,202,50,50,
325,162,162,1,2,52,49,14261.948900000,24900.000000000,124500,24902.400000000,25059.200000000,159.200000000,156.800000000,COMPLETED,702,42,44,
326,163,163,0,2,0,47,14267.604490000,14267.604490000,71339,14269.800000000,14331.200000000,63.595510000,61.400000000,COMPLETED,192,59,59,
327,163,163,1,2,52,50,14267.604490000,25200.000000000,126000,25202.400000000,25400.200000000,200.200000000,197.800000000,COMPLETED,892,49,51,
328,164,164,0,2,5,47,14260.615440000,14260.615440000,71304,14262.800000000,14322.200000000,61.584560000,59.400000000,COMPLETED,198,51,51,
329,164,164,1,2,52,49,14260.615440000,23700.000000000,118500,23705.600000000,23873.600000000,173.600000000,168.000000000,COMPLETED,702,98,116,
330,165,165,0,2,5,47,14263.972930000,14263.972930000,71320,14266.000000000,14325.800000000,61.827070000,59.800000000,COMPLETED,198,53,53,
331,165,165,1,2,52,48,14263.972930000,22500.000000000,112500,22504.400000000,22717.000000000,217.000000000,212.600000000,COMPLETED,976,63,75,
332,166,166,0,2,3,47,14266.282170000,14266.282170000,71332,14268.400000000,14342.000000000,75.717830000,73.600000000,COMPLETED,210,92,102,
333,166,166,1,2,52,49,14266.282170000,24900.000000000,124500,24902.800000000,25061.000000000,161.000000000,158.200000000,COMPLETED,702,49,53,
334,167,167,0,2,1,47,14271.142780000,14271.142780000,71356,14273.200000000,14352.800000000,81.657220000,79.600000000,COMPLETED,210,94,124,
335,167,167,1,2,52,50,14271.142780000,24000.000000000,120000,24002.800000000,24202.000000000,202.000000000,199.200000000,COMPLETED,892,56,60,
336,168,168,0,2,3,47,14264.769830000,14264.769830000,71324,14266.800000000,14336.600000000,71.830170000,69.800000000,COMPLETED,210,81,83,
337,168,168,1,2,52,48,14264.769830000,24900.000000000,124500,24902.000000000,25106.200000000,206.200000000,204.200000000,COMPLETED,976,21,21,
338,169,169,0,2,4,47,14270.948790000,14270.948790000,71355,14273.000000000,14338.400000000,67.451210000,65.400000000,COMPLETED,202,75,77,
339,169,169,1,2,52,49,14270.948790000,23700.000000000,118500,23709.200000000,23875.400000000,175.400000000,166.200000000,COMPLETED,702,89,125,
340,170,170,0,2,2,47,14266.441480000,14266.441480000,71333,14268.600000000,14349.200000000,82.758520000,80.600000000,COMPLETED,218,91,113,
341,170,170,1,2,52,50,14266.441480000,23700.000000000,118500,23711.000000000,23918.200000000,218.200000000,207.200000000,COMPLETED,892,96,141,
342,171,171,0,2,4,47,14265.334080000,14265.334080000,71327,14267.400000000,14329.400000000,64.065920000,62.000000000,COMPLETED,202,60,60,
343,171,171,1,2,52,48,14265.334080000,25800.000000000,129000,25802.000000000,26006.200000000,206.200000000,204.200000000,COMPLETED,976,21,21,
344,172,172,0,2,5,47,14274.482920000,14274.482920000,71373,14276.600000000,14343.800000000,69.317080000,67.200000000,COMPLETED,198,80,90,
345,172,172,1,2,52,49,14274.482920000,20400.000000000,102000,20404.800000000,20570.000000000,170.000000000,165.200000000,COMPLETED,702,84,98,
346,173,173,0,2,5,47,14267.972920000,14267.972920000,71340,14270.000000000,14333.000000000,65.027080000,63.000000000,COMPLETED,198,69,69,
347,173,173,1,2,52,48,14267.972920000,24000.000000000,120000,24002.400000000,24208.000000000,208.000000000,205.600000000,COMPLETED,976,28,30,
348,174,174,0,2,3,47,14271.708060000,14271.708060000,71359,14273.800000000,14347.400000000,75.691940000,73.600000000,COMPLETED,210,84,102,
349,174,174,1,2,52,48,14271.708060000,21900.000000000,109500,21909.200000000,22124.200000000,224.200000000,215.000000000,COMPLETED,976,75,111,
350,175,175,0,2,0,47,14276.604490000,14276.604490000,71384,14278.800000000,14345.600000000,68.995510000,66.800000000,COMPLETED,192,72,86,
351,175,175,1,2,52,50,14276.604490000,25800.000000000,129000,25802.000000000,25998.400000000,198.400000000,196.400000000,COMPLETED,892,42,42,
352,176,176,0,2,4,47,14283.000970000,14283.000970000,71416,14285.200000000,14354.600000000,71.599030000,69.400000000,COMPLETED,202,63,97,
353,176,176,1,2,52,48,14283.000970000,22500.000000000,112500,22504.800000000,22718.800000000,218.800000000,214.000000000,COMPLETED,976,70,84,
354,177,177,0,2,1,47,14282.254480000,14282.254480000,71412,14284.400000000,14358.200000000,75.945520000,73.800000000,COMPLETED,210,74,95,
355,177,177,1,2,52,50,14282.254480000,22200.000000000,111000,22216.400000000,22423.600000000,223.600000000,207.200000000,COMPLETED,892,96,168,
356,178,178,0,2,5,47,14278.667520000,14278.667520000,71394,14280.800000000,14351.000000000,72.332480000,70.200000000,COMPLETED,198,79,105,
357,178,178,1,2,52,48,14278.667520000,22500.000000000,112500,22505.200000000,22720.600000000,220.600000000,215.400000000,COMPLETED,976,77,93,
358,179,179,0,2,2,47,14287.937810000,14287.937810000,71440,14290.000000000,14363.600000000,75.662190000,73.600000000,COMPLETED,218,78,78,
359,179,179,1,2,52,50,14287.937810000,24000.000000000,120000,24003.200000000,24203.800000000,203.800000000,200.600000000,COMPLETED,892,63,69,
360,180,180,0,2,3,47,14289.436410000,14289.436410000,71448,14291.600000000,14361.800000000,72.363590000,70.200000000,COMPLETED,210,67,85,
361,180,180,1,2,52,48,14289.436410000,19500.000000000,97500,19505.200000000,19720.600000000,220.600000000,215.400000000,COMPLETED,976,77,93,
362,181,181,0,2,0,47,14286.587770000,14286.587770000,71433,14288.600000000,14356.400000000,69.812230000,67.800000000,COMPLETED,192,67,91,
363,181,181,1,2,52,50,14286.587770000,21300.000000000,106500,21316.400000000,21523.600000000,223.600000000,207.200000000,COMPLETED,892,96,168,
364,182,182,0,2,1,47,14284.477820000,14284.477820000,71423,14286.600000000,14360.000000000,75.522180000,73.400000000,COMPLETED,210,74,93,
365,182,182,1,2,52,50,14284.477820000,21900.000000000,109500,21925.400000000,22132.600000000,232.600000000,207.200000000,COMPLETED,892,96,213,
366,183,183,0,2,2,47,14297.144480000,14297.144480000,71486,14299.200000000,14369.800000000,72.655520000,70.600000000,COMPLETED,218,63,63,
367,183,183,1,2,52,50,14297.144480000,25800.000000000,129000,25802.400000000,26000.200000000,200.200000000,197.800000000,COMPLETED,892,49,51,
368,184,184,0,2,3,47,14318.615490000,14318.615490000,71594,14320.800000000,14383.800000000,65.184510000,63.000000000,COMPLETED,210,49,49,
369,184,184,1,2,52,49,14318.615490000,23700.000000000,118500,23712.800000000,23879.000000000,179.000000000,166.200000000,COMPLETED,702,89,143,
370,185,185,0,2,4,47,14324.288240000,14324.288240000,71622,14326.400000000,14385.600000000,61.311760000,59.200000000,COMPLETED,202,46,46,
371,185,185,1,2,52,49,14324.288240000,21300.000000000,106500,21318.200000000,21484.400000000,184.400000000,166.200000000,COMPLETED,702,89,170,
372,186,186,0,2,0,47,14332.439820000,14332.439820000,71663,14334.600000000,14394.000000000,61.560180000,59.400000000,COMPLETED,192,49,49,
373,186,186,1,2,52,50,14332.439820000,22500.000000000,112500,22503.600000000,22705.600000000,205.600000000,202.000000000,COMPLETED,892,70,78,
374,187,187,0,2,1,47,14330.937810000,14330.937810000,71655,14333.000000000,14399.000000000,68.062190000,66.000000000,COMPLETED,210,56,56,
375,187,187,1,2,52,50,14330.937810000,24900.000000000,124500,24903.200000000,25103.800000000,203.800000000,200.600000000,COMPLETED,892,63,69,
376,188,188,0,2,2,47,14335.254490000,14335.254490000,71677,14337.400000000,14408.000000000,72.745510000,70.600000000,COMPLETED,218,63,63,
377,188,188,1,2,52,50,14335.254490000,24300.000000000,121500,24303.600000000,24505.600000000,205.600000000,202.000000000,COMPLETED,892,70,78,
378,189,189,0,2,0,47,14342.106480000,14342.106480000,71711,14344.200000000,14403.600000000,61.493520000,59.400000000,COMPLETED,192,49,49,
379,189,189,1,2,52,50,14342.106480000,22500.000000000,112500,22504.000000000,22707.400000000,207.400000000,203.400000000,COMPLETED,892,77,87,
380,190,190,0,2,1,47,14342.271100000,14342.271100000,71712,14344.400000000,14410.400000000,68.128900000,66.000000000,COMPLETED,210,56,56,
381,190,190,1,2,52,50,14342.271100000,23700.000000000,118500,23714.600000000,23921.800000000,221.800000000,207.200000000,COMPLETED,892,96,159,
